School Name,County,Avg. Annual Salaries Administrators,Avg. Annual Salaries Teachers,Avg. Annual Salaries Support Personnel
Starling Elementary School,Gwinnett County,90838.73,64019.09,76464.29
Moore Middle School,Gwinnett County,96323.95,62981.9,58146.67
Gwinnett Intervention Education Center (GIVE) West,Gwinnett County,92185.9,69639.6,65964.0
Northbrook Middle School,Gwinnett County,94985.59,65471.73,70721.67
Duncan Creek Elementary,Gwinnett County,95903.63,69399.08,74167.67
Couch Middle School,Gwinnett County,104203.02,64470.85,70537.75
Gwinnett Online Campus,Gwinnett County,96411.07,70824.85,76520.5
North Metro Academy of Performing Arts,Gwinnett County,93378.5,55973.58,42686.0
Winn Holt Elementary School,Gwinnett County,91460.76,61971.94,71943.43
Level Creek Elementary School,Gwinnett County,97327.34,66589.02,75301.67
Mountain View High School,Gwinnett County,98095.16,63089.86,73843.29
Radloff Middle School,Gwinnett County,83563.13,59738.14,73601.0
North Gwinnett Middle School,Gwinnett County,97153.07,66842.31,60608.0
Chesney Elementary School,Gwinnett County,93383.12,60391.19,58592.5
Twin Rivers Middle School,Gwinnett County,98453.09,63032.07,60593.19
Archer High School,Gwinnett County,95195.84,64108.27,59947.71
Woodward Mill Elementary School,Gwinnett County,94998.48,63567.91,71652.38
Baggett Elementary School,Gwinnett County,89625.72,60449.58,57042.29
Graves Elementary School,Gwinnett County,89125.97,60931.72,64064.0
Jordan Middle School,Gwinnett County,94940.21,59262.63,76794.67
Discovery High School,Gwinnett County,95269.38,60828.46,65216.13
Coleman Middle School,Gwinnett County,93953.74,63278.15,71846.4
Baldwin Elementary,Gwinnett County,85918.44,60916.84,74898.0
International Transition Center,Gwinnett County,98983.9,62627.75,62226.67
Paul Duke STEM High School,Gwinnett County,99310.25,61574.67,84492.73
McClure Health Science High School,Gwinnett County,104625.5,58918.7,62500.6
Bethesda Elementary School,Gwinnett County,89676.37,58865.97,69262.33
Grayson Elementary School,Gwinnett County,107190.65,69329.16,78151.0
Harmony Elementary School,Gwinnett County,297188.37,186041.43,210107.33000000002
Snellville Middle School,Gwinnett County,100952.22,60723.52,64529.5
South Gwinnett High School,Gwinnett County,99059.08,61399.75,73191.78
Britt Elementary School,Gwinnett County,91138.51,68153.7,75894.29
Harris Elementary School,Gwinnett County,89892.63,65399.24,79896.5
Camp Creek Elementary School,Gwinnett County,96444.64,66587.35,71417.0
Central Gwinnett High School,Gwinnett County,86292.45,62327.53,65402.11
Dacula High School,Gwinnett County,98521.55,65026.43,76431.6
Norcross Elementary School,Gwinnett County,84090.0,62840.74,64602.75
Summerour Middle School,Gwinnett County,90760.34,59316.36,73393.07
North Gwinnett High School,Gwinnett County,98276.92,67086.36,65874.78
Lawrenceville Elementary School,Gwinnett County,89249.62,60033.62,58432.0
Peachtree Elementary School,Gwinnett County,99627.11,61551.37,69620.57
Suwanee Elementary School,Gwinnett County,96480.28,60770.3,82722.58
Duluth High School,Gwinnett County,92863.62,63511.66,76306.6
Lilburn Elementary School,Gwinnett County,93071.9,62120.24,76064.25
Maxwell High School of Technology,Gwinnett County,109307.96,63025.43,76320.0
Northbrook Center (STRIVE and ADAPT),Gwinnett County,69238.0,62842.97,63717.0
North Metro Program,Gwinnett County,112406.5,59034.88,64759.0
Cornelia Elementary School,Habersham County,77223.34,58700.02,65848.0
Level Grove Elementary School,Habersham County,81620.61,60574.16,61456.37
Habersham Ninth Grade Academy,Habersham County,84085.96,60044.8,62735.85
Hilliard A. Wilbanks Middle School,Habersham County,77160.75,59105.65,70655.17
Habersham Success Academy,Habersham County,74990.3,72733.6,61942.3
Clarkesville Elementary School,Habersham County,75910.79,59241.45,59185.25
North Habersham Middle School,Habersham County,76507.82,63000.84,73682.63
Demorest Elementary School,Habersham County,91042.59,57709.39,68798.33
South Habersham Middle School,Habersham County,80563.59,60052.23,67968.53
Baldwin Elementary School,Habersham County,77141.51,56105.24,70080.67
Habersham Central High School,Habersham County,81653.26,62275.9,69838.75
Woodville Elementary School,Habersham County,79139.58,57424.22,58838.09
Fairview Elementary School,Habersham County,170740.5,114373.22,150915.75
Hazel Grove Elementary School,Habersham County,78005.03,59274.34,68953.33
C. W. Davis Middle School,Hall County,88479.33,61838.35,58750.0
Martin Elementary School,Hall County,93061.0,63283.34,69449.71
Chestatee High School,Hall County,99053.25,62842.41,69039.95
Sugar Hill Elementary,Hall County,87935.0,60308.83,73782.75
Lanier College and Career Academy,Hall County,104964.0,63137.05,74562.57
Chicopee Elementary School,Hall County,101565.0,57767.1,51769.67
World Language Academy,Hall County,89594.5,57294.03,67428.6
Myers Elementary School,Hall County,80817.0,59776.21,69960.0
West Hall High School,Hall County,98620.25,62990.1,64417.0
Spout Springs Elementary School,Hall County,86258.0,65315.86,76003.33
Mount Vernon Elementary School,Hall County,91943.5,65459.84,71123.5
Friendship Elementary School,Hall County,90677.0,66339.66,65643.25
Chestatee Middle School,Hall County,95093.67,61802.0,70353.12
Flowery Branch High,Hall County,103143.25,63454.26,72263.08
Wauka Mountain Elementary School,Hall County,91915.5,61097.59,74808.67
East Hall Middle School,Hall County,90910.33,61180.28,68830.27
West Hall Middle School,Hall County,88006.33,59371.97,67411.8
North Hall Middle School,Hall County,92744.33,59334.28,62579.13
Cherokee Bluff Middle,Hall County,91478.2,63432.33,59671.83
Cherokee Bluff High School,Hall County,96892.71,62802.05,66190.38
The Foundry,Hall County,100794.0,54958.6,0
World Language Academy Middle School,Hall County,108393.0,57905.59,57346.0
White Sulphur Elementary School,Hall County,94761.5,55315.11,66872.75
East Hall High School,Hall County,102303.54,58844.59,68383.59
North Hall High School,Hall County,105517.73,63938.46,75699.41
Flowery Branch Elementary School,Hall County,95771.5,56299.29,71468.0
Oakwood Elementary School,Hall County,82526.5,63212.89,64643.49
Lanier Elementary School,Hall County,92515.0,64936.33,69225.67
Riverbend Elementary School,Hall County,89432.5,61857.75,71188.6
Chestnut Mountain Elementary School,Hall County,96220.5,61380.7,74618.0
Lula Elementary School,Hall County,87037.5,61713.57,72435.0
Sardis Elementary School,Hall County,99094.5,61175.0,74600.5
South Hall Middle School,Hall County,88856.33,62250.59,72512.91
Lyman Hall Elementary School,Hall County,196027.28,119197.6,146741.51
McEver Elementary School,Hall County,88858.5,58762.65,64929.78
Tadmore Elementary School,Hall County,96147.5,56238.49,62888.75
Hancock Central Middle School,Hancock County,86466.11,56496.24,64773.47
Hancock Central High School,Hancock County,86572.48,56824.06,74749.94
Tallapoosa Primary School,Haralson County,82836.61,60895.73,72305.45
Buchanan Elementary School,Haralson County,82836.61,59817.24,58221.29
Haralson County Middle School,Haralson County,78870.45,59099.69,69067.66
Haralson County Rebel Academy,Haralson County,82377.93,82377.93,0
Haralson County Schools Central Office,Haralson County,90542.34,0,75358.31
Buchanan Primary School,Haralson County,82836.61,56345.45,68325.32
Haralson County High School,Haralson County,81278.62,61990.91,71023.37
West Haralson Elementary School,Haralson County,80437.86,60337.41,59680.3
Creekside School,Harris County,94243.0,60862.38,67555.0
Park Elementary School,Harris County,89416.33,62258.07,58507.25
Mulberry Creek Elementary School,Harris County,86223.5,60733.39,68183.0
New Mountain Hill Elementary School,Harris County,88150.0,65402.06,70035.07
Harris County High School,Harris County,101048.61,63802.26,74094.74
Harris County Carver Middle School,Harris County,92799.0,61835.89,64277.0
Educational Opportunity Center CrossRoads Alternative School,Harris County,71412.0,57085.71,58775.0
North Hart Elementary School,Hart County,78474.12,58570.23,57398.03
Hart County Middle School,Hart County,85724.83,56007.88,59758.08
South Hart Elementary School,Hart County,72539.5,56622.16,60087.61
Hart County High School,Hart County,95437.31,62227.26,63110.83
Hartwell Elementary School,Hart County,80824.41,57649.62,57599.95
Heard County Middle School,Heard County,100894.5,53529.7,65971.0
Heard County High School,Heard County,93575.67,62184.47,58878.0
Centralhatchee Elementary School,Heard County,114542.0,62360.26,81236.57
Ephesus Elementary School,Heard County,91841.0,54443.18,74727.29
Ola Elementary School,Henry County,81114.95,59966.91,72410.73
Union Grove High,Henry County,91259.24,60059.16,74811.61
Luella High School,Henry County,94756.02,58892.49,77672.04
Dutchtown High,Henry County,96185.05,58910.75,71741.66
Luella Elementary School,Henry County,91875.55,55223.36,75089.7
Dutchtown Elementary School,Henry County,85699.66,57810.24,73358.07
Cotton Indian Elementary School,Henry County,90125.3,55467.88,71663.19
Wesley Lakes Elementary School,Henry County,95484.03,56942.33,55801.25
Pate's Creek Elementary School,Henry County,96782.68,60172.35,61957.67
Pleasant Grove Elementary School,Henry County,175563.08000000002,109411.82,124766.66
East Lake Elementary,Henry County,86370.55,64222.89,67873.3
Dutchtown Middle School,Henry County,87934.72,52601.37,78646.18
Walnut Creek Elementary,Henry County,95004.22,57594.35,57558.13
Rocky Creek Elementary,Henry County,96638.55,56058.19,73951.89
Locust Grove Middle,Henry County,93162.2,58752.9,65882.94
Locust Grove High,Henry County,92548.22,59456.0,74188.88
Hampton Middle School,Henry County,89918.35,54454.28,68790.7
Oakland Elementary School,Henry County,88200.8,56746.53,70083.22
Austin Road Elementary School,Henry County,91577.88,54569.91,66935.94
Stockbridge High School,Henry County,95579.18,59264.04,77080.41
Unity Grove Elementary School,Henry County,86183.71,60779.11,72147.9
Ola High School,Henry County,97190.92,62280.52,71741.11
Hampton High School,Henry County,88611.72,56577.89,76504.64
Eagle's Landing High School,Henry County,94391.27,56415.7,78376.63
Eagle's Landing Middle School,Henry County,89317.76,58662.65,70849.33
Austin Road Middle School,Henry County,94997.5,58646.16,76724.56
Red Oak Elementary School,Henry County,98040.1,57650.98,67554.34
New Hope Elementary,Henry County,95331.1,53142.2,64868.35
Tussahaw Elementary,Henry County,86770.08,58027.27,64767.25
Flippen Elementary School,Henry County,83538.22,56900.26,65979.46
Ola Middle School,Henry County,92487.58,57449.06,69572.77
Rock Spring Elementary,Henry County,93217.58,60137.86,67778.27
Luella Middle School,Henry County,95192.15,53651.74,71507.7
Union Grove Middle,Henry County,88794.76,58294.92,72798.77
EXCEL Academy,Henry County,98758.33,61391.25,64462.41
Hampton Elementary School,Henry County,89240.22,57155.7,57584.08
Smith-Barnes Elementary School,Henry County,103055.53,62084.97,69097.43
McDonough High School,Henry County,94458.72,55404.24,76140.5
Stockbridge Elementary School,Henry County,97735.51,56169.95,51236.33
McDonough Middle School,Henry County,93629.55,54870.85,73940.95
Locust Grove Elementary School,Henry County,99362.3,52899.11,68858.67
Stockbridge Middle School,Henry County,93588.7,54005.05,73397.78
Impact Academy,Henry County,100314.6,65647.27,79279.2
Academy for Advanced Studies,Henry County,112840.28,57595.06,72099.69
South Metro Program,Henry County,109060.0,56889.31,71521.66
Eagle Springs Elementary,Houston County,102783.11,63114.11,57760.79
C. B. Watson Primary School,Houston County,98531.89,58304.44,73333.17
Lake Joy Primary School,Houston County,103516.56,66603.78,69506.64
David A. Perdue Primary,Houston County,93847.1,64344.04,62879.92
Huntington Middle School,Houston County,92309.02,63513.92,78930.56
Mossy Creek Middle School,Houston County,96204.01,67651.49,76985.01
Veterans High School,Houston County,108571.56,69810.93,81223.57
Langston Road Elementary School,Houston County,101755.47,64594.58,69592.47
Pearl Stephens Elementary School,Houston County,98531.89,63390.75,70064.62
Houston County High School,Houston County,103496.27,68061.57,81659.6
David A. Perdue Elementary School,Houston County,100393.01,62285.79,70620.88
Quail Run Elementary School,Houston County,89031.73,63735.09,70803.39
Feagin Mill Middle School,Houston County,98523.67,67161.67,71232.74
Matthew Arthur Elementary School,Houston County,96843.35,63303.56,73557.37
Perry Middle School,Houston County,100742.0,70566.59,75496.73
Thomson Middle School,Houston County,98477.15,66397.33,80443.5
Lake Joy Elementary School,Houston County,103027.59,62169.47,70751.04
Bonaire Middle School,Houston County,101214.57,67734.77,77786.42
Hilltop Elementary School,Houston County,104114.8,60099.1,75750.45
Bonaire Primary School,Houston County,105188.16,65058.22,70867.34
Bonaire Elementary School,Houston County,104817.15,59110.07,74954.49
Northside Middle School,Houston County,109396.58,65186.33,80185.52
Perry High School,Houston County,103735.62,70420.49,76240.05
Northside High School,Houston County,196489.06,124531.01000000001,139745.66999999998
Parkwood Elementary School,Houston County,106192.36,58901.82,75282.33
Tucker Elementary School,Houston County,101931.07,56865.35,69788.11
Kings Chapel Elementary School,Houston County,101218.03,64349.47,85141.43
Lindsey Elementary School,Houston County,100097.66,60701.14,63948.75
Warner Robins High School,Houston County,104395.92,67173.41,81155.48
Miller Elementary School,Houston County,98531.89,62734.66,72024.39
Shirley Hills Elementary School,Houston County,100926.21,61974.53,70785.32
Warner Robins Middle School,Houston County,103079.19,66540.78,72887.93
Houston County Career Academy Program,Houston County,98602.11,64355.23,0
Houston County WIN Academy Program,Houston County,112539.36,71782.13,80400.55
Irwin County Middle School,Irwin County,83021.92,59826.29,74098.18
Irwin County Elementary School,Irwin County,82553.56,56512.27,66497.06
Irwin County High School,Irwin County,87171.39,68468.83,78819.35
West Jackson Elementary School,Jackson County,91279.75,60563.23,61098.88
East Jackson Elementary School,Jackson County,88753.5,63000.53,65821.02
East Jackson Comprehensive High School,Jackson County,106228.01,64540.22,71321.56
Jackson County Comprehensive High School,Jackson County,98755.92,62080.01,65754.2
East Jackson Middle School,Jackson County,95547.0,60383.6,62953.39
Gum Springs Elementary School,Jackson County,88932.33,60018.38,60606.15
West Jackson Middle School,Jackson County,93017.67,61185.42,68083.81
Jackson County Alternative Facility,Jackson County,0,0,93428.0
Maysville Elementary School,Jackson County,96708.5,62026.66,73511.45
North Jackson Elementary School,Jackson County,98474.0,60441.04,70094.44
South Jackson Elementary School,Jackson County,95360.0,55590.24,65535.97
Washington Park Elementary School,Jasper County,86953.03,52770.53,55818.0
Jasper County High School,Jasper County,99558.28,60534.34,63142.73
Jasper County Primary School,Jasper County,85171.54,59563.19,60002.0
Jasper County Middle School,Jasper County,94876.37,57814.49,62937.46
Jeff Davis Primary School,Jeff Davis County,82723.75,54687.32,62441.43
Jeff Davis Middle School,Jeff Davis County,78577.55,55600.8,63306.9
Jeff Davis Elementary School,Jeff Davis County,78095.8,56641.78,65275.43
Jeff Davis High School,Jeff Davis County,76653.32,54431.29,60969.23
Jeff Davis Pre-K,Jeff Davis County,74427.63,54362.81,58847.0
Jeff Davis Choices Academy Program,Jeff Davis County,71011.17,54287.0,57260.58
Jefferson County High School,Jefferson County,86770.63,56513.61,74209.07
Jefferson County Middle School,Jefferson County,91755.53,52331.81,56630.74
Carver Elementary School,Jefferson County,85570.69,59451.74,67861.88
Louisville Academy,Jefferson County,87723.69,53127.65,70300.67
Wrens Elementary School,Jefferson County,79169.27,53460.04,70651.5
Jenkins County Middle School,Jenkins County,79265.56,58308.23,68820.36
Jenkins County High School,Jenkins County,83212.85,60276.31,69457.89
Jenkins County Elementary School,Jenkins County,79948.6,58604.76,66185.25
Johnson County Middle School,Johnson County,88001.71,55673.52,70394.02
Johnson County Elementary School,Johnson County,86540.12,52177.8,63009.57
Johnson County High School,Johnson County,87486.02,60501.55,65734.78
CrossRoads Program/Evening School,Johnson County,0,51371.04,0
Clifton Ridge Middle School,Jones County,87631.27,54568.57,64585.83
Mattie Wells Elementary School,Jones County,92833.08,57097.99,65341.91
Gray Station Middle School,Jones County,104113.16,57216.7,51827.06
Turner Woods Elementary School,Jones County,99073.16,58966.96,57307.55
Jones County High School,Jones County,90927.14,61039.47,64893.82
Dames Ferry Elementary School,Jones County,90280.79,59227.55,67366.24
Gray Elementary School,Jones County,99098.08,56313.14,49269.98
Jones County Pre K,Jones County,99163.16,55316.29,69797.67
Elam Alexander Academy,Jones County,0,0,22070.0
Lamar County Elementary School,Lamar County,91859.75,54865.21,69449.84
Lamar County High School,Lamar County,88911.38,55672.29,68476.91
Lamar County Middle School,Lamar County,72412.26,55985.7,72494.96
Lamar County Primary School,Lamar County,86989.21,53742.6,55853.76
Lanier County Middle School,Lanier County,60504.05,54068.49,68843.64
Lanier County Elementary School,Lanier County,68617.12,56448.75,65097.94
Lanier County High School,Lanier County,74205.28,55719.1,65510.53
Lanier County Primary School,Lanier County,72291.64,53880.29,67634.97
Southwest Laurens Elementary,Laurens County,89124.0,61771.68,66053.5
East Laurens Primary School,Laurens County,85642.0,60837.04,66359.2
East Laurens Elementary School,Laurens County,77216.5,54575.74,54024.67
West Laurens High School,Laurens County,92217.25,64457.25,76564.0
East Laurens High School,Laurens County,96314.33,61381.08,67315.0
Northwest Laurens Elementary,Laurens County,79259.67,60387.49,70503.0
East Laurens Middle School,Laurens County,93940.0,58553.18,70206.1
West Laurens Middle School,Laurens County,90950.67,60101.88,73503.17
Lee County Middle School West,Lee County,82414.64,56271.2,58120.35
Lee County Elementary School,Lee County,79409.2,55851.21,63528.62
Lee County Middle School East,Lee County,87128.54,55092.04,67456.72
Lee County Primary School,Lee County,85225.6,58059.77,63991.64
Lee County High School,Lee County,88277.93,59032.44,71274.02
Kinchafoonee Primary School,Lee County,76411.74,58986.41,57356.82
Lee High School 9th Grade Campus,Lee County,89253.64,58565.92,66819.61
Twin Oaks Elementary,Lee County,83343.88,58929.9,65890.1
Transitional Learning Center Alternative Program,Lee County,76712.4,63744.24,60421.68
Waldo Pafford Elementary School,Liberty County,96988.84,65707.26,73401.33
Midway Middle School,Liberty County,106157.51,63319.1,77723.4
Bradwell Institute,Liberty County,101242.35,64803.26,73235.76
Button Gwinnett Elementary School,Liberty County,94211.65,63688.03,71345.63
Joseph Martin Elementary School,Liberty County,94183.42,55515.59,61633.64
Liberty County High School,Liberty County,99401.72,66287.1,70499.62
Taylors Creek Elementary School,Liberty County,100467.29,59897.55,69015.33
Snelson-Golden Middle School,Liberty County,90738.45,58545.18,76434.14
Frank Long Elementary School,Liberty County,105730.35,57532.89,76242.1
Lewis Frasier Middle School,Liberty County,96307.16,61758.87,78682.66
Horizons,Liberty County,95057.1,69021.6,74991.5
Liberty College and Career Academy,Liberty County,101671.49,0,0
PreK Center,Liberty County,98024.06,46393.08,71338.16
Lincoln County Middle School,Lincoln County,79791.91,57512.83,60665.48
Lincoln County High School,Lincoln County,101065.03,58689.88,59322.28
Lincoln County Elementary School,Lincoln County,84440.56,57192.25,66778.5
Smiley Elementary School,Long County,80155.45,54596.16,67290.92
Long County High School,Long County,72034.57,53855.86,61127.07
Long County Middle School,Long County,74326.03,53840.79,63558.52
McClelland Elementary School,Long County,79118.92,50916.28,60571.94
Dewar Elementary,Lowndes County,85460.42,56527.17,59870.07
Pine Grove Middle School,Lowndes County,84632.77,52930.84,65229.5
Moulton-Branch Elementary School,Lowndes County,61171.41,56036.62,66516.86
Hahira Elementary School,Lowndes County,87673.77,56303.59,61544.46
Pine Grove Elementary School,Lowndes County,86658.01,58326.6,67365.73
Clyattville Elementary School,Lowndes County,86891.61,55938.81,68159.54
Lowndes Middle School,Lowndes County,84277.54,57613.52,54844.4
Hahira Middle School,Lowndes County,95355.85,56258.75,60126.91
Lowndes High School,Lowndes County,98362.75,61651.23,70265.74
Lowndes Alternative Program,Lowndes County,102012.87,63187.54,79681.22
Lumpkin County High School,Lumpkin County,97896.88,68476.82,77627.17
Blackburn Elementary School,Lumpkin County,93967.5,62428.69,71717.13
Long Branch Elementary School,Lumpkin County,93370.0,63656.41,68702.86
Lumpkin County Middle School,Lumpkin County,100541.0,58514.33,67137.0
Lumpkin County Elementary School,Lumpkin County,94359.0,60381.01,73689.57
Macon County Elementary School,Macon County,83332.94,51256.59,69912.5
Macon County Middle School,Macon County,80992.83,52623.74,67011.3
Macon County High School,Macon County,87896.56,50826.46,67650.9
D. F. Douglass Alternative Center,Macon County,78752.8,0,78752.8
Hull-Sanford Elementary School,Madison County,73531.08,58712.76,73385.15
Danielsville Elementary School,Madison County,79528.88,61260.34,71198.0
Colbert Elementary School,Madison County,76583.19,59474.32,61969.51
Madison County Middle School,Madison County,83985.1,62375.19,63202.54
Comer Elementary School,Madison County,82353.45,60508.42,73841.22
Ila Elementary School,Madison County,79529.31,58921.75,69828.0
Madison County High School,Madison County,77539.84,60523.97,62134.93
Business Operations,Madison County,88291.46,0,71434.77
L. K. Moss Elementary School,Marion County,87250.58,56174.97,66435.04
Marion County Middle/High School,Marion County,89035.62,57552.61,75328.11
Thomson-McDuffie Middle School,McDuffie County,90145.67,53079.81,60875.97
Norris Elementary School,McDuffie County,87839.0,53743.85,58464.5
Maxwell Elementary School,McDuffie County,81297.77,53840.18,82301.29
Dearing Elementary School,McDuffie County,87839.0,54365.17,75287.54
Thomson High School,McDuffie County,104488.75,58091.61,71211.33
Thomson Elementary School,McDuffie County,78232.74,56492.35,62247.5
McDuffie Achievement Center,McDuffie County,87567.0,42675.13,40551.75
McIntosh County Middle School,McIntosh County,86509.87,55239.63,60093.94
McIntosh Academy,McIntosh County,88202.43,61240.84,75395.15
Todd Grant Elementary School,McIntosh County,89039.75,52927.84,54472.09
Unity Elementary School (PK-5),Meriwether County,87225.5,52824.98,71625.64
Good Sheperd Therapeutic Center,Meriwether County,40392.0,47230.04,0
Greenville High School,Meriwether County,94521.0,55398.05,75369.68
Greenville Middle School,Meriwether County,87138.0,54438.68,65132.26
Manchester High School,Meriwether County,92639.0,57409.69,61137.12
Manchester Middle School,Meriwether County,82259.5,47451.4,68253.61
Miller County Elementary School,Miller County,70430.27,48286.14,61969.45
Miller County High School,Miller County,80253.58,56203.52,62041.32
Miller County Middle School,Miller County,81339.6,56340.24,61962.23
Miller County Alternative School Program,Miller County,0,66196.0,0
Mitchell County Elementary School,Mitchell County,92425.82,48196.44,68652.71
Mitchell County Middle School,Mitchell County,84307.27,47168.8,58783.94
Mitchell County Primary School,Mitchell County,94379.19,53374.8,59879.61
Mitchell County High School,Mitchell County,92566.61,55667.65,71333.58
Eagle's Landing Academy,Mitchell County,78749.95,61312.75,0
T.G. Scott Elementary School,Monroe County,91457.86,59889.09,71885.15
Katherine B. Sutton Elementary School,Monroe County,83181.52,58395.8,72993.33
"Monroe County Middle School, Banks Stephens Campus",Monroe County,91071.06,59340.0,66852.17
Mary Persons High School,Monroe County,99427.95,63377.74,68802.6
Samuel E. Hubbard Elementary School,Monroe County,90532.46,57375.54,66888.5
Monroe County Alternative Center,Monroe County,97783.7,53276.29,53920.62
Montgomery County Middle School,Montgomery County,86993.44,53996.76,54719.85
Montgomery County Elementary School,Montgomery County,78656.81,52492.13,59716.76
Montgomery County High School,Montgomery County,86573.09,54488.03,57183.71
Morgan County Elementary School,Morgan County,84413.51,58699.45,65877.99
Morgan County High School,Morgan County,89631.8,61744.61,77439.92
Morgan County Primary School,Morgan County,83555.12,58012.28,64515.99
Morgan County Middle School,Morgan County,90512.47,59331.15,70663.71
Morgan County CrossRoads,Morgan County,82475.0,53107.5,87840.79
Woodlawn Elementary School,Murray County,78924.55,57882.99,57874.5
Pleasant Valley Innovative School,Murray County,79041.82,60163.06,63125.0
North Murray High School,Murray County,86445.62,58843.84,65489.97
Murray County High School,Murray County,80112.9,59037.96,67408.11
Coker Elementary School,Murray County,80700.0,58219.32,72956.0
Eton Elementary School,Murray County,79752.19,59338.11,59904.0
Bagley Middle School,Murray County,81156.82,59542.8,71888.56
Chatsworth Elementary School,Murray County,74199.55,57681.72,59794.0
Spring Place Elementary School,Murray County,78900.91,55904.68,71939.0
Gladden Middle School,Murray County,79089.55,57210.63,61814.5
Northwest Elementary School,Murray County,81218.18,56242.99,60532.56
Midland Middle School,Muscogee County,87397.0,56808.57,63739.36
Fox Elementary School,Muscogee County,95406.0,55191.15,57610.0
North Columbus Elementary,Muscogee County,95441.23,57480.51,63614.0
Eagle Ridge Academy,Muscogee County,98568.0,56775.19,60213.36
Aaron Cohn Middle School,Muscogee County,93709.0,59385.23,68900.14
Fort Middle School,Muscogee County,91060.5,48300.72,69208.5
Hannan Elementary,Muscogee County,98836.0,50579.4,73240.81
Brewer Elementary School,Muscogee County,87823.5,52636.21,63845.63
Blackmon Road Middle School,Muscogee County,94404.5,59430.42,56401.86
Veterans Memorial Middle School,Muscogee County,177800.5,115139.09,134031.58000000002
Dorothy Height Elementary School,Muscogee County,91287.0,52325.66,67842.58
Shaw High School,Muscogee County,87209.26,53387.98,60763.44
Downtown Elementary Magnet Academy,Muscogee County,116888.0,60334.32,67247.75
Baker Middle School,Muscogee County,90060.5,54888.14,65421.4
East Columbus Magnet Academy,Muscogee County,98507.0,48390.72,62028.6
Spencer High School,Muscogee County,102019.86,53858.32,66703.78
Double Churches Middle School,Muscogee County,98083.5,52028.88,70327.25
Midland Academy,Muscogee County,94369.0,58783.25,56140.12
Rainey McCullers School of the Arts,Muscogee County,99268.0,58546.19,68186.0
Dimon Elementary,Muscogee County,90857.5,54519.31,63538.33
Georgetown Elementary School,Muscogee County,105456.5,56481.22,74501.75
Kendrick High School,Muscogee County,95950.99,51687.13,78678.53
Reese Road Leadership Academy,Muscogee County,84903.0,56893.38,67722.83
Arnold Middle School,Muscogee County,100868.0,53789.93,66494.0
Blanchard Elementary School,Muscogee County,94369.0,58133.76,60595.81
Clubview Elementary School,Muscogee County,92023.0,60582.81,67963.63
Double Churches Elementary School,Muscogee County,93089.0,55707.69,71391.67
Hardaway High School,Muscogee County,88631.14,56420.79,68195.52
Key Elementary School,Muscogee County,116888.0,48770.4,63490.0
Rothschild Leadership Academy School,Muscogee County,87132.0,52561.34,71189.71
Columbus High School,Muscogee County,93405.51,60758.17,64894.98
Britt David Elementary Computer Magnet Academy,Muscogee County,94369.0,62664.77,64110.6
Forrest Road Elementary School,Muscogee County,94369.0,52771.74,70219.08
Rigdon Road Elementary School,Muscogee County,90857.5,56014.38,61594.67
St. Marys Video and Communication Technology,Muscogee County,96911.0,48362.04,63145.25
Waddell Elementary School,Muscogee County,89228.92,60161.83,56824.33
Lonnie Jackson Academy,Muscogee County,98568.0,49423.36,66764.22
Johnson Elementary School,Muscogee County,106037.0,53992.55,66238.27
Mathews Elementary School,Muscogee County,89980.5,56189.61,53879.5
Allen Elementary School,Muscogee County,92712.0,58373.3,69017.07
River Road Elementary School,Muscogee County,98568.0,56104.93,74318.61
South Columbus Elementary School,Muscogee County,88771.0,54020.0,63537.69
Wynnton Elementary School,Muscogee County,94369.0,59511.01,65220.0
Carver High School,Muscogee County,203920.61,116290.07,138770.59
Dawson Elementary School,Muscogee County,106037.0,57430.6,69312.5
Eddy Middle School,Muscogee County,99917.0,48557.39,67627.31
Gentian Elementary School,Muscogee County,84903.0,57421.76,56707.67
Jordan Vocational High School,Muscogee County,83920.51,56058.1,66562.42
Wesley Heights Elementary School,Muscogee County,96752.0,56088.5,65625.43
A.I.M. Program,Muscogee County,96789.5,68226.66,50443.0
Woodall GNETS Center,Muscogee County,92023.11,54381.2,72291.67
Anne Elizabeth Shepherd Program,Muscogee County,0,0,69650.0
St. Elmo Center For Gifted Education,Muscogee County,92023.11,65164.5,0
Oak Hill Elementary School,Newton County,102643.5,56963.76,73418.38
Rocky Plains Elementary School,Newton County,96396.8,57151.17,69095.52
South Salem Elementary School,Newton County,83328.0,52572.61,65271.58
Live Oak Elementary,Newton County,90661.15,54088.05,74209.79
Clements Middle School,Newton County,92080.18,55561.94,68601.92
Flint Hill Elementary,Newton County,100051.0,60269.74,61936.5
Newton County Theme School at Ficquett,Newton County,95682.14,63645.83,62782.24
Fairview Elementary,Newton County,99141.76,59021.45,71464.5
Newton High School,Newton County,91974.06,56929.99,67314.23
Cousins Middle School,Newton County,97527.85,58114.61,70866.75
Middle Ridge Elementary School,Newton County,88084.0,52976.88,66099.86
Alcovy High School,Newton County,91333.4,59718.12,66802.79
Eastside High School,Newton County,103143.74,59507.23,66726.29
West Newton Elementary School,Newton County,92476.0,58121.17,60266.38
Indian Creek Middle School,Newton County,91764.89,56588.58,64584.6
East Newton Elementary School,Newton County,104404.89,63425.11,70609.91
Livingston Elementary School,Newton County,98783.22,56737.56,69273.84
Mansfield Elementary School,Newton County,99446.5,66995.11,69576.3
