School Name,County,BS,MS,S,phd,Total,Post Grad Percentage,Total Students Enrolled,Teacher-Student Ratio,White Percentage,Black Percentage,Econ Disadvantaged Percentage
KIPP West Atlanta Young Scholars Academy,Atlanta Public Schools,24,5,2,0,31,0.22580645161290322,405,13.064516129032258,0.0,98.3,100.0
Boyd Elementary School,Atlanta Public Schools,12,19,7,2,40,0.7,481,12.025,0.2,95.6,100.0
Hutchinson Elementary School,Atlanta Public Schools,17,12,2,1,32,0.46875,416,13.0,0.7,84.4,100.0
Kimberly Elementary School,Atlanta Public Schools,11,17,6,2,36,0.6944444444444444,365,10.13888888888889,0.3,91.5,100.0
Rivers Elementary School,Atlanta Public Schools,17,23,12,3,55,0.6909090909090909,716,13.018181818181818,43.3,28.1,19.3
Wesley International Academy Charter Facility,Atlanta Public Schools,48,16,4,1,69,0.30434782608695654,839,12.159420289855072,9.8,80.5,56.3
Therrell High School,Atlanta Public Schools,20,30,5,5,60,0.6666666666666666,1001,16.683333333333334,0.0,95.5,100.0
Corretta Scott King Womens' Leadership Academy,Atlanta Public Schools,12,22,6,3,43,0.7209302325581395,341,7.930232558139535,0.0,93.8,100.0
B.E.S.T Academy,Atlanta Public Schools,12,15,6,5,38,0.6842105263157895,282,7.421052631578948,0.0,93.3,100.0
South Atlanta High School,Atlanta Public Schools,17,34,10,3,64,0.734375,912,14.25,0.5,91.1,100.0
Michael R. Hollis Innovation Academy,Atlanta Public Schools,26,33,10,1,70,0.6285714285714286,806,11.514285714285714,0.6,94.2,100.0
Woodson Park Academy,Atlanta Public Schools,37,13,2,0,52,0.28846153846153844,734,14.115384615384615,0.0,95.4,100.0
Tuskegee Airman Global Academy,Atlanta Public Schools,10,22,8,2,42,0.7619047619047619,570,13.571428571428571,0.0,97.4,100.0
Kindezi Old 4th Ward,Atlanta Public Schools,49,18,2,0,69,0.2898550724637681,517,7.492753623188406,7.2,86.1,100.0
John Lewis Invictus Academy,Atlanta Public Schools,26,26,10,4,66,0.6060606060606061,1035,15.681818181818182,0.1,94.4,100.0
KIPP Soul Primary,Atlanta Public Schools,17,4,0,0,21,0.19047619047619047,303,14.428571428571429,0.0,98.7,100.0
Harper-Archer Elementary School,Atlanta Public Schools,22,24,5,2,53,0.5849056603773585,689,13.0,0.3,94.3,100.0
KIPP Soul Academy,Atlanta Public Schools,5,8,1,1,15,0.6666666666666666,170,11.333333333333334,0.6,95.3,100.0
Garden Hills Elementary School,Atlanta Public Schools,17,16,8,3,44,0.6136363636363636,462,10.5,21.2,30.3,48.1
Smith Elementary School,Atlanta Public Schools,21,40,6,2,69,0.6956521739130435,888,12.869565217391305,37.8,23.6,19.3
Brandon Elementary School,Atlanta Public Schools,23,27,12,3,65,0.6461538461538462,899,13.830769230769231,65.7,18.6,4.8
The John Hope-Charles Walter Hill Elementary Schools,Atlanta Public Schools,14,15,4,1,34,0.5882352941176471,335,9.852941176470589,6.9,86.6,100.0
Gideons Elementary School,Atlanta Public Schools,25,7,1,0,33,0.24242424242424243,297,9.0,1.0,96.6,100.0
Lin Elementary School,Atlanta Public Schools,10,26,5,2,43,0.7674418604651163,650,15.116279069767442,74.0,10.0,3.5
West Manor Elementary School,Atlanta Public Schools,6,12,7,2,27,0.7777777777777778,252,9.333333333333334,0.8,81.7,100.0
Beecher Hills Elementary School,Atlanta Public Schools,8,15,6,1,30,0.7333333333333333,277,9.233333333333333,0.0,97.1,100.0
Continental Colony Elementary School,Atlanta Public Schools,16,13,4,2,35,0.5428571428571428,432,12.342857142857143,0.0,95.4,100.0
Peyton Forest Elementary School,Atlanta Public Schools,19,11,4,2,36,0.4722222222222222,434,12.055555555555555,0.0,90.6,100.0
Sutton Middle School,Atlanta Public Schools,30,54,18,6,108,0.7222222222222222,1675,15.50925925925926,35.2,30.7,19.8
Fickett Elementary School,Atlanta Public Schools,14,20,5,3,42,0.6666666666666666,506,12.047619047619047,0.0,96.0,100.0
Scott Elementary School,Atlanta Public Schools,24,30,5,2,61,0.6065573770491803,342,5.60655737704918,5.6,88.0,100.0
Douglass High School,Atlanta Public Schools,35,27,8,4,74,0.527027027027027,1188,16.054054054054053,0.3,94.9,100.0
M. A. Jones Elementary School,Atlanta Public Schools,13,17,4,2,36,0.6388888888888888,476,13.222222222222221,0.6,96.2,100.0
Slater Elementary School,Atlanta Public Schools,21,20,1,0,42,0.5,479,11.404761904761905,0.2,97.7,100.0
Grady High School,Atlanta Public Schools,21,53,13,6,93,0.7741935483870968,1573,16.913978494623656,45.6,38.4,12.7
Benteen Elementary School,Atlanta Public Schools,10,9,7,2,28,0.6428571428571429,254,9.071428571428571,9.1,56.7,100.0
Barack and Michelle Obama Academy,Atlanta Public Schools,10,15,2,2,29,0.6551724137931034,289,9.96551724137931,2.8,93.8,100.0
Thomasville Heights Elementary School,Atlanta Public Schools,11,17,7,0,35,0.6857142857142857,309,8.82857142857143,0.0,95.8,100.0
Dunbar Elementary School,Atlanta Public Schools,12,10,4,1,27,0.5555555555555556,309,11.444444444444445,0.0,94.8,100.0
Humphries Elementary School,Atlanta Public Schools,16,7,4,3,30,0.4666666666666667,264,8.8,0.0,90.5,100.0
F. L. Stanton Elementary School,Atlanta Public Schools,8,11,3,0,22,0.6363636363636364,220,10.0,0.5,97.3,100.0
Toomer Elementary School,Atlanta Public Schools,17,18,4,0,39,0.5641025641025641,416,10.666666666666666,20.4,73.1,47.8
Bremen High School,Bremen City,11,15,12,1,39,0.717948717948718,713,18.28205128205128,88.5,4.6,15.4
Bremen Middle School,Bremen City,6,14,11,0,31,0.8064516129032258,576,18.580645161290324,87.8,4.9,16.8
Jones Elementary School,Bremen City,11,17,22,1,51,0.7843137254901961,645,12.647058823529411,87.4,5.0,17.7
Buford Academy,Buford City,14,30,33,1,78,0.8205128205128205,1238,15.871794871794872,51.1,9.6,31.0
Buford Middle School,Buford City,12,21,38,0,71,0.8309859154929577,1372,19.323943661971832,48.3,11.6,33.4
Buford High School,Buford City,21,46,30,1,98,0.7857142857142857,1730,17.653061224489797,50.5,13.5,29.1
Buford Elementary School,Buford City,10,9,12,0,31,0.6774193548387096,416,13.419354838709678,48.1,9.1,27.6
Buford Senior Academy,Buford City,11,10,25,3,49,0.7755102040816326,908,18.53061224489796,48.5,11.2,34.5
Calhoun Middle School,Calhoun City,16,16,26,0,58,0.7241379310344828,1031,17.775862068965516,51.1,7.2,51.3
Calhoun Elementary School,Calhoun City,21,29,50,0,100,0.79,1833,18.33,49.6,6.4,57.5
Calhoun High School,Calhoun City,13,25,20,6,64,0.796875,1278,19.96875,49.9,5.1,43.3
Carrollton Upper Elementary School,Carrollton City,24,34,16,0,74,0.6756756756756757,1265,17.094594594594593,34.4,34.7,52.0
Carrollton Elementary School,Carrollton City,30,49,26,0,105,0.7142857142857143,1600,15.238095238095237,36.9,32.8,52.6
Carrollton High School,Carrollton City,28,41,20,4,93,0.6989247311827957,1779,19.129032258064516,44.5,30.6,35.1
Carrollton Jr. High School,Carrollton City,15,25,8,0,48,0.6875,852,17.75,38.5,32.5,47.3
Cartersville Primary School,Cartersville City,22,30,27,1,80,0.725,1026,12.825,48.0,21.9,51.1
Cartersville Elementary School,Cartersville City,17,23,21,2,63,0.7301587301587301,999,15.857142857142858,49.0,22.2,51.1
Cartersville Middle School,Cartersville City,20,20,23,0,63,0.6825396825396826,1096,17.396825396825395,49.2,19.7,44.0
Cartersville High School,Cartersville City,18,33,24,1,76,0.7631578947368421,1548,20.36842105263158,50.2,21.2,35.4
Gordon Lee Middle School,Chickamauga City,4,12,7,0,23,0.8260869565217391,331,14.391304347826088,94.6,0.3,15.7
Gordon Lee High School,Chickamauga City,8,12,8,1,29,0.7241379310344828,435,15.0,95.4,0.2,13.6
Chickamauga Elementary School,Chickamauga City,15,11,6,0,32,0.53125,531,16.59375,94.7,0.4,17.5
Commerce Primary,Commerce City,15,3,15,0,33,0.5454545454545454,440,13.333333333333334,66.4,8.6,48.2
Commerce Middle School,Commerce City,9,14,9,0,32,0.71875,536,16.75,68.5,9.3,44.2
Commerce High School,Commerce City,10,10,15,1,36,0.7222222222222222,503,13.972222222222221,72.6,8.9,35.2
Commerce Elementary School,Commerce City,7,9,5,0,21,0.6666666666666666,260,12.380952380952381,66.2,8.1,52.3
Park Creek Elementary School,Dalton Public Schools,25,19,15,2,61,0.5901639344262295,556,9.114754098360656,9.5,5.2,100.0
Morris Innovative High School,Dalton Public Schools,15,9,5,2,31,0.5161290322580645,304,9.806451612903226,9.9,4.9,100.0
Westwood Elementary School,Dalton Public Schools,15,16,16,0,47,0.6808510638297872,552,11.74468085106383,39.9,10.1,47.8
Dalton Middle School,Dalton Public Schools,49,45,39,0,133,0.631578947368421,1829,13.75187969924812,20.2,4.2,100.0
City Park Elementary School,Dalton Public Schools,28,28,8,1,65,0.5692307692307692,691,10.63076923076923,13.7,7.5,100.0
Roan Elementary School,Dalton Public Schools,15,17,13,1,46,0.6739130434782609,434,9.434782608695652,3.7,5.3,100.0
Dalton High School,Dalton Public Schools,31,44,31,13,119,0.7394957983193278,2147,18.04201680672269,19.6,4.6,36.6
Oakhurst Elementary School,Decatur City,6,15,5,0,26,0.7692307692307693,314,12.076923076923077,69.7,13.1,7.0
Westchester Elementary School,Decatur City,7,13,0,1,21,0.6666666666666666,216,10.285714285714286,73.6,7.9,3.2
Winnona Park Elementary School,Decatur City,6,18,6,0,30,0.8,329,10.966666666666667,71.7,7.9,2.7
Clairemont Elementary School,Decatur City,8,14,1,1,24,0.6666666666666666,217,9.041666666666666,46.5,28.1,19.8
Renfroe Middle School,Decatur City,18,55,18,5,96,0.8125,1403,14.614583333333334,64.2,20.5,10.5
Decatur High School,Decatur City,16,72,19,7,114,0.8596491228070176,1709,14.991228070175438,59.6,23.5,10.2
Dublin Middle School,Dublin City,17,12,6,0,35,0.5142857142857142,720,20.571428571428573,6.5,87.9,100.0
Hillcrest Elementary,Dublin City,16,10,4,0,30,0.4666666666666667,528,17.6,7.4,85.8,100.0
Dublin High School,Dublin City,21,13,10,1,45,0.5333333333333333,579,12.866666666666667,7.1,88.4,100.0
Susie Dasher,Dublin City,16,10,3,1,30,0.4666666666666667,498,16.6,4.4,91.2,100.0
Moore Street Facility,Dublin City,2,1,2,0,5,0.6,109,21.8,8.3,87.2,100.0
New Holland Core Knowledge Academy,Gainesville City,19,13,10,1,43,0.5581395348837209,549,12.767441860465116,6.9,24.8,100.0
Gainesville Middle School,Gainesville City,56,42,17,2,117,0.5213675213675214,1939,16.572649572649574,11.5,18.2,100.0
Centennial Arts Academy,Gainesville City,29,19,12,0,60,0.5166666666666667,845,14.083333333333334,14.8,16.1,100.0
Gainesville Exploration Academy,Gainesville City,16,14,13,0,43,0.627906976744186,569,13.232558139534884,6.2,13.9,100.0
Mundy Mill Academy,Gainesville City,23,13,6,2,44,0.4772727272727273,663,15.068181818181818,9.8,12.5,100.0
Enota Multiple Intelligences Academy,Gainesville City,22,24,9,0,55,0.6,788,14.327272727272728,36.0,22.7,100.0
Fair Street International Baccalaureate World School,Gainesville City,21,10,7,0,38,0.4473684210526316,492,12.947368421052632,3.0,22.4,100.0
Gainesville High School,Gainesville City,47,46,28,4,125,0.624,2373,18.984,14.3,17.2,100.0
Jefferson Middle School,Jefferson City,12,38,11,0,61,0.8032786885245902,992,16.262295081967213,76.3,8.4,22.0
Jefferson Academy,Jefferson City,17,22,19,0,58,0.7068965517241379,938,16.17241379310345,77.9,7.8,24.0
Jefferson High School,Jefferson City,13,32,24,4,73,0.821917808219178,1194,16.356164383561644,77.0,8.9,20.0
Jefferson Elementary School,Jefferson City,15,31,20,0,66,0.7727272727272727,887,13.43939393939394,77.1,6.5,24.9
Marietta High School,Marietta City,29,94,28,10,161,0.8198757763975155,2699,16.763975155279503,17.9,39.2,52.8
Sawyer Road Elementary School,Marietta City,20,31,6,1,58,0.6551724137931034,671,11.568965517241379,9.7,33.8,70.8
Marietta Center for Advanced Academics,Marietta City,12,9,0,0,21,0.42857142857142855,320,15.238095238095237,39.7,25.0,32.2
A.L. Burruss Elementary School,Marietta City,15,17,4,1,37,0.5945945945945946,459,12.405405405405405,29.8,43.8,51.0
Dunleith Elementary School,Marietta City,15,20,5,3,43,0.6511627906976745,606,14.093023255813954,3.0,53.6,81.7
Marietta Middle School,Marietta City,31,41,14,9,95,0.6736842105263158,1484,15.621052631578948,18.7,37.3,56.2
George W. Hartmann Center,Marietta City,0,1,0,0,1,1.0,22,22.0,45.5,13.6,13.6
Lockheed Elementary School,Marietta City,35,17,8,0,60,0.4166666666666667,839,13.983333333333333,5.6,45.3,72.6
Marietta Sixth Grade Academy,Marietta City,17,20,14,2,53,0.6792452830188679,727,13.716981132075471,16.9,38.2,60.1
Park Street Elementary School,Marietta City,16,18,12,1,47,0.6595744680851063,542,11.53191489361702,2.6,27.3,84.7
Hickory Hills Elementary School,Marietta City,18,13,8,1,40,0.55,403,10.075,21.3,30.5,62.8
Mountain Education Charter High School,State Charter Schools- Mountain Education Center School,49,190,330,31,600,0.9183333333333333,4147,6.911666666666667,73.2,5.3,24.0
Odyssey Charter School,State Charter Schools- Odyssey School,21,8,3,2,34,0.38235294117647056,354,10.411764705882353,43.8,41.0,44.1
Georgia Cyber Academy,State Charter Schools- Georgia Cyber Academy,163,221,40,7,431,0.6218097447795824,13131,30.466357308584687,37.0,44.4,34.8
Utopian Academy for the Arts Charter School,State Charter Schools- Utopian Academy for the Arts Charter School,10,6,0,1,17,0.4117647058823529,415,24.41176470588235,0.2,90.8,100.0
Cherokee Charter Academy,State Charter Schools- Cherokee Charter Academy,33,13,1,0,47,0.2978723404255319,733,15.595744680851064,53.1,19.5,14.1
Georgia Connections Academy,State Charter Schools- Georgia Connections Academy,47,56,13,2,118,0.6016949152542372,5608,47.52542372881356,45.4,36.8,36.4
"Ivy Preparatory Academy, Inc",State Charter Schools- Ivy Prep Academy at Kirkwood for Girls School,23,10,6,0,39,0.41025641025641024,525,13.461538461538462,0.2,92.6,79.4
Foothills Charter High School (Central Office - Athens),State Charter Schools- Foothills Charter High School (Madison Campus),41,87,113,10,251,0.8366533864541833,3764,14.99601593625498,49.5,33.3,55.8
International Charter School of Atlanta,State Charter Schools- International Charter School of Atlanta,44,12,0,0,56,0.21428571428571427,837,14.946428571428571,34.9,24.5,1.0
Scintilla Charter Academy,State Charter Schools- Scintilla Charter Academy,23,18,0,1,42,0.4523809523809524,600,14.285714285714286,53.5,33.2,41.7
Georgia School for Innovation and the Classics,State Charter Schools- Georgia School for Innovation and the Classics,31,20,6,0,57,0.45614035087719296,770,13.508771929824562,74.5,13.5,0.0
Dubois Integrity Academy,State Charter Schools- Dubois Integrity Academy I,29,23,7,1,60,0.5166666666666667,910,15.166666666666666,0.2,92.1,100.0
Coastal Plains Charter High School - Candler Campus,State Charter Schools- Coastal Plains Charter High School - Candler Campus,55,121,70,11,257,0.7859922178988327,2190,8.521400778210117,56.8,25.8,40.3
Statesboro STEAM Academy,State Charter Schools II- Statesboro STEAM Academy,9,3,1,0,13,0.3076923076923077,175,13.461538461538462,60.0,32.0,52.0
Pataula Charter Academy,State Charter Schools II- Pataula Charter Academy,13,17,10,0,40,0.675,608,15.2,63.3,28.0,54.9
Fulton Leadership Academy,State Charter Schools II- Fulton Leadership Academy,11,12,1,0,24,0.5416666666666666,304,12.666666666666666,0.0,96.4,51.6
Atlanta Heights Charter School,State Charter Schools II- Atlanta Heights Charter School,23,17,0,0,40,0.425,812,20.3,0.0,91.3,100.0
Coweta Charter Academy,State Charter Schools II- Coweta Charter Academy,41,9,2,0,52,0.21153846153846154,840,16.153846153846153,68.3,15.2,4.3
Cirrus Charter Academy,State Charter Schools II- Cirrus Charter Academy,20,7,2,0,29,0.3103448275862069,560,19.310344827586206,1.6,93.8,100.0
Southwest Georgia S.T.E.M. Charter Academy,State Charter Schools II- Southwest Georgia S.T.E.M. Charter Academy,15,11,2,0,28,0.4642857142857143,386,13.785714285714286,68.9,18.9,66.1
Brookhaven Innovation Academy,State Charter Schools II- Brookhaven Innovation Academy,19,12,5,0,36,0.4722222222222222,555,15.416666666666666,17.3,43.2,11.0
Liberty Tech Charter Academy,State Charter Schools II- Liberty Tech Charter Academy,11,15,2,0,28,0.6071428571428571,435,15.535714285714286,60.0,26.4,8.3
Genesis Innovation Academy for Boys,State Charter Schools II- Genesis Innovation Academy for Boys,19,17,0,0,36,0.4722222222222222,383,10.63888888888889,0.3,90.3,48.6
Genesis Innovation Academy for Girls,State Charter Schools II- Genesis Innovation Academy for Girls,19,17,0,0,36,0.4722222222222222,368,10.222222222222221,0.5,91.6,52.4
Resurgence Hall Charter School,State Charter Schools II- Resurgence Hall Charter School,17,5,0,0,22,0.22727272727272727,332,15.090909090909092,0.3,97.6,76.2
SAIL Charter Academy - School for Arts-Infused Learning,State Charter Schools II- SAIL Charter Academy - School for Arts-Infused Learning,20,9,2,0,31,0.3548387096774194,601,19.387096774193548,62.4,16.3,13.3
International Academy of Smyrna,State Charter Schools II- International Academy of Smyrna,21,7,0,0,28,0.25,403,14.392857142857142,0.7,72.0,54.6
International Charter Academy of Georgia,State Charter Schools II- International Charter Academy of Georgia,8,4,1,0,13,0.38461538461538464,206,15.846153846153847,7.8,22.3,0.5
SLAM Academy of Atlanta,State Charter Schools II- SLAM Academy of Atlanta,3,6,0,0,9,0.6666666666666666,97,10.777777777777779,0.0,93.8,74.2
Academy For Classical Education,State Charter Schools II- Academy For Classical Education,58,60,6,0,124,0.532258064516129,1888,15.225806451612904,69.3,15.8,0.0
Spring Creek Charter Academy,State Charter Schools II- Spring Creek Charter Academy,15,5,3,0,23,0.34782608695652173,354,15.391304347826088,65.5,25.7,57.1
Yi Hwang Academy of Language Excellence,State Charter Schools II- Yi Hwang Academy of Language Excellence,1,3,1,0,5,0.8,128,25.6,6.3,10.9,0.0
Furlow Charter School,State Charter Schools II- Furlow Charter School,19,15,6,0,40,0.525,601,15.025,60.4,16.6,100.0
Ethos Classical Charter School,State Charter Schools II- Ethos Classical Charter School,9,2,0,0,11,0.18181818181818182,253,23.0,2.0,95.7,77.9
Harriet Tubman School of Science & Technology,State Charter Schools II- Harriet Tubman School of Science & Technology,3,5,0,0,8,0.625,129,16.125,0.0,99.2,0.0
Baconton Community Charter School,State Charter Schools II- Baconton Community Charter School,23,31,9,3,66,0.6515151515151515,844,12.787878787878787,72.0,17.3,56.3
Atlanta Unbound Academy,State Charter Schools II- Atlanta Unbound Academy,2,2,0,0,4,0.5,93,23.25,1.1,92.5,0.0
D.E.L.T.A. STEAM Academy,State Charter Schools II- D.E.L.T.A. STEAM Academy,0,3,0,0,3,1.0,96,32.0,0.0,97.9,100.0
Georgia Fugees Academy Charter School,State Charter Schools II- Georgia Fugees Academy Charter School,0,1,0,0,1,1.0,115,115.0,17.4,44.3,0.0
Pelham High School,Pelham City,12,14,9,1,36,0.6666666666666666,436,12.11111111111111,42.0,51.1,100.0
