School Year,System ID,System Name,School ID,School Name,Grade Configuration,Grade Cluster,Number of Students Enrolled,Number of Schools,Title I Status,Title I Schools,Asian/Pacific Islander,American Indian/Alaskan,Black,Hispanic,Multi-Racial,White,Economically Disadvantaged,English Learners,Students with Disability
2021,732,Tattnall County,0301,Collins Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,241,NA,Y,NA,0.0%,0.0%,21.2%,12.9%,1.7%,64.3%,100.0%,5.4%,14.5%
2021,732,Tattnall County,0501,Glennville Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,759,NA,Y,NA,0.9%,0.3%,26.7%,15.7%,4.6%,51.8%,100.0%,9.1%,13.6%
2021,732,Tattnall County,0601,Reidsville Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,730,NA,Y,NA,1.0%,0.0%,25.9%,26.0%,4.8%,42.3%,100.0%,12.3%,17.0%
2021,732,Tattnall County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",ALL,3720,6,NA,100.00%,0.8%,0.1%,25.2%,19.5%,4.2%,50.2%,100.0%,8.2%,14.9%
2021,733,Taylor County,0104,Taylor County Primary School,"PK, KK, 01, 02",ALL,278,NA,Y,NA,0.7%,0.0%,44.6%,2.2%,4.7%,47.8%,100.0%,0.0%,16.9%
2021,733,Taylor County,0105,Taylor County Upper Elementary,"03, 04, 05",ALL,296,NA,Y,NA,0.3%,0.0%,43.6%,2.7%,4.4%,49.0%,100.0%,0.3%,13.5%
2021,733,Taylor County,0107,Georgia Center,"06, 07, 08, 09, 10, 11",ALL,71,NA,Y,NA,1.4%,0.0%,50.7%,11.3%,1.4%,35.2%,100.0%,2.8%,59.2%
2021,733,Taylor County,0201,Taylor County High School,"09, 10, 11, 12",ALL,411,NA,Y,NA,1.5%,0.2%,34.3%,2.4%,1.7%,59.9%,100.0%,0.5%,10.7%
2021,733,Taylor County,0205,Taylor County Middle School,"06, 07, 08",ALL,303,NA,Y,NA,1.3%,0.0%,42.9%,3.0%,3.3%,49.5%,100.0%,0.0%,14.9%
2021,733,Taylor County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",ALL,1359,5,NA,100.00%,1.0%,0.1%,41.2%,3.0%,3.2%,51.4%,100.0%,0.4%,16.0%
2021,734,Telfair County,0101,Telfair County Middle School,"06, 07, 08",ALL,371,NA,Y,NA,1.3%,0.0%,39.6%,7.8%,3.2%,48.0%,100.0%,4.3%,12.4%
2021,734,Telfair County,0104,Telfair County Elementary,"PK, KK, 01, 02, 03, 04, 05",ALL,751,NA,Y,NA,0.3%,0.0%,36.9%,8.4%,4.5%,49.9%,100.0%,4.5%,11.3%
2021,734,Telfair County,0201,Telfair County High School,"09, 10, 11, 12",ALL,467,NA,Y,NA,0.4%,0.2%,38.5%,6.2%,3.2%,51.4%,100.0%,0.9%,12.8%
2021,734,Telfair County,0202,Telfair Alternative Preparation School,"07, 09, 10, 11, 12",ALL,23,NA,Y,NA,0.0%,0.0%,47.8%,0.0%,0.0%,52.2%,100.0%,0.0%,34.8%
2021,734,Telfair County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",ALL,1612,4,NA,100.00%,0.6%,0.1%,38.2%,7.5%,3.8%,49.9%,100.0%,3.3%,12.3%
2021,735,Terrell County,0105,Terrell High School,"09, 10, 11, 12",ALL,351,NA,Y,NA,0.3%,0.0%,91.2%,2.0%,0.6%,6.0%,100.0%,0.0%,14.5%
2021,735,Terrell County,0109,Terrell Middle School,"06, 07, 08",ALL,280,NA,Y,NA,0.0%,0.0%,91.4%,3.2%,1.1%,4.3%,100.0%,2.1%,15.4%
2021,735,Terrell County,1051,Cooper-Carver Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,534,NA,Y,NA,0.0%,0.0%,91.9%,1.9%,1.3%,4.9%,100.0%,0.6%,11.8%
2021,735,Terrell County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",ALL,1165,3,NA,100.00%,0.1%,0.0%,91.6%,2.2%,1.0%,5.1%,100.0%,0.8%,13.5%
2021,736,Thomas County,0100,Bishop Hall Charter School,"08, 09, 10, 11, 12",ALL,281,NA,Y,NA,0.7%,0.0%,24.9%,5.3%,3.9%,65.1%,100.0%,0.7%,9.6%
2021,736,Thomas County,0105,Hand In Hand Primary,"PK, KK",ALL,425,NA,Y,NA,0.9%,0.2%,36.0%,6.6%,5.2%,51.1%,100.0%,2.1%,20.5%
2021,736,Thomas County,0115,The Renaissance Center for Academic and Career Development,"09, 10, 11",ALL,56,NA,Y,NA,3.6%,0.0%,44.6%,1.8%,5.4%,44.6%,100.0%,0.0%,26.8%
2021,736,Thomas County,0191,Thomas County Central High School,"09, 10, 11, 12",ALL,1493,NA,N,NA,1.3%,0.1%,34.6%,7.8%,3.0%,53.2%,100.0%,1.4%,15.0%
2021,736,Thomas County,0194,Cross Creek Elementary School,"03, 04",ALL,841,NA,Y,NA,1.4%,0.5%,35.8%,8.2%,4.3%,49.8%,100.0%,5.4%,23.9%
2021,736,Thomas County,0205,Thomas County Middle School,"05, 06, 07, 08",ALL,1926,NA,Y,NA,0.7%,0.3%,36.2%,6.8%,3.6%,52.3%,100.0%,2.2%,19.5%
2021,736,Thomas County,5050,Garrison-Pilcher Elementary School,"01, 02",ALL,837,NA,Y,NA,0.5%,0.6%,38.9%,7.0%,4.9%,48.0%,100.0%,3.7%,24.9%
2021,736,Thomas County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",ALL,5859,7,NA,85.70%,1.0%,0.3%,35.7%,7.2%,3.9%,52.0%,100.0%,2.6%,19.4%
2021,737,Tift County,0104,Annie Belle Clark Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,754,NA,Y,NA,1.7%,0.0%,32.8%,14.1%,4.1%,47.3%,100.0%,8.2%,12.5%
2021,737,Tift County,0173,G. O. Bailey Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,483,NA,Y,NA,1.4%,0.0%,28.8%,27.1%,5.0%,37.7%,100.0%,20.1%,12.2%
2021,737,Tift County,0199,Tift County High School,"09, 10, 11, 12",ALL,2388,NA,Y,NA,1.0%,0.2%,33.4%,21.0%,2.1%,42.4%,100.0%,5.2%,10.8%
2021,737,Tift County,0299,Eighth Street Middle School,"06, 07, 08",ALL,1036,NA,Y,NA,1.3%,0.0%,33.0%,18.3%,2.2%,45.2%,100.0%,11.1%,10.0%
2021,737,Tift County,1052,J. T. Reddick Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,364,NA,Y,NA,4.7%,0.0%,51.9%,7.4%,5.2%,30.8%,100.0%,5.2%,9.3%
2021,737,Tift County,2050,Len Lastinger Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,474,NA,Y,NA,1.9%,0.0%,35.4%,13.9%,2.7%,46.0%,100.0%,8.0%,11.6%
2021,737,Tift County,3050,Northside Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,441,NA,Y,NA,0.7%,0.2%,45.6%,22.9%,3.6%,27.0%,100.0%,15.9%,11.1%
2021,737,Tift County,3052,Northeast Middle School,"06, 07, 08",ALL,809,NA,Y,NA,1.0%,0.2%,43.3%,20.0%,3.2%,32.3%,100.0%,10.1%,12.1%
2021,737,Tift County,4050,Omega Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,357,NA,Y,NA,0.3%,0.0%,16.5%,41.2%,1.4%,40.6%,100.0%,30.5%,9.8%
2021,737,Tift County,4052,Matt Wilson Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,403,NA,Y,NA,1.2%,0.0%,44.7%,16.9%,3.2%,34.0%,100.0%,12.2%,13.2%
2021,737,Tift County,5050,Charles Spencer Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,401,NA,Y,NA,0.0%,0.0%,44.9%,11.2%,2.7%,41.1%,100.0%,5.5%,15.2%
2021,737,Tift County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",ALL,7910,11,NA,100.00%,1.3%,0.1%,36.1%,19.5%,2.9%,40.2%,100.0%,9.9%,11.4%
2021,738,Toombs County,0103,Toombs County Middle School,"06, 07, 08",ALL,734,NA,Y,NA,0.5%,0.3%,17.7%,27.9%,5.2%,48.4%,100.0%,13.2%,18.1%
2021,738,Toombs County,0104,Lyons Primary School,"PK, KK, 01, 02",ALL,475,NA,Y,NA,0.2%,0.4%,22.1%,27.6%,4.8%,44.8%,100.0%,16.6%,17.9%
2021,738,Toombs County,0192,Toombs County High School,"09, 10, 11, 12",ALL,818,NA,N,NA,0.4%,0.2%,17.6%,22.2%,4.3%,55.3%,100.0%,3.7%,12.3%
2021,738,Toombs County,0204,Lyons Upper Elementary,"03, 04, 05",ALL,488,NA,Y,NA,0.2%,0.6%,24.8%,28.5%,5.7%,40.2%,100.0%,20.7%,18.0%
2021,738,Toombs County,4050,Toombs Central Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,444,NA,Y,NA,0.9%,0.0%,2.3%,23.9%,3.8%,69.1%,100.0%,15.1%,15.1%
2021,738,Toombs County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",ALL,2959,5,NA,80.00%,0.4%,0.3%,17.2%,25.8%,4.8%,51.5%,100.0%,12.6%,16.0%
2021,739,Towns County,0103,Towns County Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,432,NA,Y,NA,1.4%,0.5%,0.2%,7.9%,1.2%,88.9%,48.1%,2.1%,16.0%
2021,739,Towns County,0104,Towns County Middle School,"06, 07, 08",ALL,240,NA,Y,NA,0.8%,0.0%,1.3%,5.0%,2.9%,90.0%,42.5%,1.7%,12.9%
2021,739,Towns County,0204,Towns County High School,"09, 10, 11, 12",ALL,331,NA,Y,NA,0.6%,0.3%,1.8%,5.4%,2.1%,89.7%,38.4%,1.2%,13.9%
2021,739,Towns County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",ALL,1003,3,NA,100.00%,1.0%,0.3%,1.0%,6.4%,1.9%,89.4%,43.6%,1.7%,14.6%
2021,740,Treutlen County,0113,Treutlen Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,514,NA,Y,NA,0.0%,0.0%,35.2%,4.5%,4.7%,55.6%,100.0%,0.6%,17.7%
2021,740,Treutlen County,0213,Treutlen Middle/High School,"06, 07, 08, 09, 10, 11, 12",ALL,598,NA,Y,NA,0.8%,0.2%,39.3%,1.7%,3.2%,54.8%,100.0%,0.7%,14.7%
2021,740,Treutlen County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",ALL,1112,2,NA,100.00%,0.4%,0.1%,37.4%,3.0%,3.9%,55.2%,100.0%,0.6%,16.1%
2021,741,Troup County,0109,Callaway Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,642,NA,Y,NA,4.5%,0.0%,50.9%,7.9%,4.7%,31.9%,61.7%,7.0%,13.2%
2021,741,Troup County,0187,West Point Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,366,NA,Y,NA,2.5%,0.0%,58.7%,3.0%,3.3%,32.5%,100.0%,1.1%,15.6%
2021,741,Troup County,0189,Long Cane Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,575,NA,Y,NA,1.6%,0.0%,12.7%,4.0%,4.5%,77.2%,48.2%,3.1%,13.9%
2021,741,Troup County,0191,Gardner-Newman Middle School,"06, 07, 08",ALL,1076,NA,N,NA,3.1%,0.3%,44.9%,11.7%,4.6%,35.4%,56.1%,8.4%,11.6%
2021,741,Troup County,0194,Hollis Hand Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,587,NA,Y,NA,2.9%,0.2%,22.5%,11.2%,4.9%,58.3%,42.8%,7.7%,14.7%
2021,741,Troup County,0201,Callaway High School,"09, 10, 11, 12",ALL,939,NA,N,NA,1.8%,0.3%,49.0%,6.2%,4.3%,38.4%,100.0%,1.8%,8.6%
2021,741,Troup County,0204,Callaway Middle School,"06, 07, 08",ALL,795,NA,Y,NA,1.1%,0.1%,50.7%,7.4%,4.9%,35.7%,100.0%,3.5%,11.7%
2021,741,Troup County,0205,Franklin Forest Elementary,"PK, KK, 01, 02, 03, 04, 05",ALL,733,NA,Y,NA,2.2%,0.1%,55.0%,14.5%,6.4%,21.8%,100.0%,9.1%,13.2%
2021,741,Troup County,0207,Bradfield Center - Ault Academy,"07, 08, 09, 10, 11, 12",ALL,56,NA,Y,NA,0.0%,0.0%,39.3%,8.9%,7.1%,44.6%,100.0%,1.8%,39.3%
2021,741,Troup County,0297,Long Cane Middle School,"06, 07, 08",ALL,1111,NA,N,NA,1.4%,0.5%,38.3%,5.3%,4.4%,50.0%,52.6%,3.0%,12.5%
2021,741,Troup County,0387,Troup County High School,"09, 10, 11, 12",ALL,1382,NA,N,NA,1.4%,0.0%,35.6%,4.1%,4.8%,54.1%,43.6%,1.2%,9.1%
2021,741,Troup County,0397,Hogansville Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,435,NA,Y,NA,0.5%,0.0%,34.5%,7.6%,7.8%,49.7%,100.0%,4.1%,14.9%
2021,741,Troup County,0597,Ethel W. Kight Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,581,NA,Y,NA,1.7%,0.0%,66.3%,12.7%,6.0%,13.3%,100.0%,11.9%,18.1%
2021,741,Troup County,0698,Clearview Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,663,NA,Y,NA,3.0%,0.2%,65.5%,9.2%,4.1%,18.1%,100.0%,7.2%,11.5%
2021,741,Troup County,0699,The Hope Academy School,"06, 07, 08, 09, 10, 11, 12",ALL,93,NA,Y,NA,0.0%,1.1%,81.7%,2.2%,1.1%,14.0%,73.1%,0.0%,8.6%
2021,741,Troup County,1052,LaGrange High School,"09, 10, 11, 12",ALL,1279,NA,N,NA,2.2%,0.3%,46.6%,8.2%,4.5%,38.2%,49.6%,3.9%,11.0%
2021,741,Troup County,3050,Hillcrest Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,332,NA,Y,NA,7.5%,0.0%,10.5%,3.6%,2.7%,75.6%,36.4%,6.6%,10.5%
2021,741,Troup County,5050,Rosemont Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,530,NA,Y,NA,3.4%,0.0%,10.4%,3.0%,5.7%,77.5%,41.7%,2.6%,11.5%
2021,741,Troup County,5052,Berta Weathersbee Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,292,NA,Y,NA,0.0%,0.3%,86.0%,4.8%,4.1%,4.8%,100.0%,1.4%,11.6%
2021,741,Troup County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",ALL,12467,19,NA,73.70%,2.2%,0.2%,43.5%,7.5%,4.8%,41.8%,69.1%,4.7%,12.2%
2021,742,Turner County,0190,Turner County Middle School,"06, 07, 08",ALL,285,NA,Y,NA,0.4%,0.0%,66.7%,4.9%,2.8%,25.3%,100.0%,2.8%,15.1%
2021,742,Turner County,0196,Turner County Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,534,NA,Y,NA,1.1%,0.0%,68.2%,4.5%,1.1%,25.1%,100.0%,3.6%,14.8%
2021,742,Turner County,3050,Turner County High School,"09, 10, 11, 12",ALL,352,NA,N,NA,0.6%,0.0%,63.6%,8.5%,3.1%,24.1%,100.0%,3.4%,11.6%
2021,742,Turner County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",ALL,1171,3,NA,66.70%,0.8%,0.0%,66.4%,5.8%,2.1%,24.9%,100.0%,3.3%,13.9%
2021,743,Twiggs County,0107,Jeffersonville Elementary,"PK, KK, 01, 02, 03, 04, 05",ALL,352,NA,Y,NA,0.0%,0.0%,59.4%,3.1%,1.1%,36.4%,100.0%,0.0%,7.7%
2021,743,Twiggs County,0201,Twiggs County High School,"09, 10, 11, 12",ALL,221,NA,Y,NA,0.5%,0.0%,57.0%,1.8%,2.7%,38.0%,100.0%,0.5%,14.9%
2021,743,Twiggs County,0207,Twiggs Middle School,"06, 07, 08",ALL,195,NA,Y,NA,0.5%,0.0%,60.5%,3.1%,0.5%,35.4%,100.0%,1.0%,18.5%
2021,743,Twiggs County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",ALL,768,3,NA,100.00%,0.3%,0.0%,59.0%,2.7%,1.4%,36.6%,100.0%,0.4%,12.5%
2021,744,Union County,0101,Union County High School,"09, 10, 11, 12",ALL,895,NA,N,NA,0.6%,0.0%,0.2%,4.7%,2.2%,92.3%,38.4%,0.2%,13.1%
2021,744,Union County,0103,Union County Elementary School,"03, 04, 05",ALL,655,NA,Y,NA,0.6%,0.2%,0.9%,5.0%,3.1%,90.2%,48.5%,2.7%,16.9%
2021,744,Union County,0108,Union County Middle School,"06, 07, 08",ALL,733,NA,Y,NA,0.5%,0.1%,0.7%,5.5%,2.0%,91.1%,44.2%,1.5%,13.1%
2021,744,Union County,1050,Union County Primary School,"PK, KK, 01, 02",ALL,621,NA,Y,NA,0.2%,0.3%,0.3%,5.6%,3.9%,89.7%,50.4%,2.1%,20.8%
2021,744,Union County,3050,Woody Gap High/Elementary School,"KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",ALL,69,NA,N,NA,0.0%,0.0%,0.0%,0.0%,5.8%,94.2%,100.0%,0.0%,17.4%
2021,744,Union County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",ALL,2973,5,NA,60.00%,0.5%,0.1%,0.5%,5.0%,2.8%,91.1%,46.0%,1.5%,15.6%
2021,745,Thomaston-Upson County,0105,Upson-Lee Primary School,"PK, KK, 01, 02",ALL,941,NA,Y,NA,0.5%,0.0%,35.1%,5.1%,5.5%,53.8%,100.0%,0.4%,14.6%
2021,745,Thomaston-Upson County,0195,Upson-Lee High School,"09, 10, 11, 12",ALL,1224,NA,Y,NA,0.5%,0.0%,33.5%,3.8%,4.0%,58.3%,100.0%,0.7%,14.3%
2021,745,Thomaston-Upson County,0295,Upson-Lee Elementary School,"03, 04, 05",ALL,955,NA,Y,NA,0.8%,0.0%,34.8%,3.9%,5.0%,55.5%,100.0%,1.7%,17.9%
2021,745,Thomaston-Upson County,0395,Upson-Lee Middle School,"06, 07, 08",ALL,974,NA,Y,NA,0.5%,0.2%,35.6%,3.8%,5.1%,54.7%,100.0%,2.2%,16.8%
2021,745,Thomaston-Upson County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",ALL,4094,4,NA,100.00%,0.6%,0.0%,34.7%,4.1%,4.9%,55.7%,100.0%,1.2%,15.8%
2021,746,Walker County,0100,Rock Spring Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,389,NA,Y,NA,0.5%,0.0%,3.1%,3.3%,3.6%,89.5%,62.2%,1.0%,24.2%
2021,746,Walker County,0106,Chattanooga Valley Middle School,"06, 07, 08",ALL,552,NA,Y,NA,0.4%,0.0%,3.4%,2.7%,5.3%,88.2%,65.6%,0.4%,20.8%
2021,746,Walker County,0114,Saddle Ridge Elementary and Middle School,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08",ALL,686,NA,Y,NA,0.1%,0.1%,1.9%,2.3%,5.2%,90.2%,50.1%,0.4%,18.4%
2021,746,Walker County,0180,LaFayette Middle School,"06, 07, 08",ALL,668,NA,Y,NA,0.4%,0.0%,3.9%,2.8%,6.3%,86.5%,73.8%,1.0%,25.3%
2021,746,Walker County,0190,Ridgeland High School,"09, 10, 11, 12",ALL,1351,NA,N,NA,0.4%,0.3%,8.1%,4.7%,4.8%,81.7%,65.4%,0.7%,18.7%
2021,746,Walker County,0194,Rossville Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,458,NA,Y,NA,0.4%,0.2%,12.9%,10.5%,4.4%,71.6%,85.6%,5.2%,22.7%
2021,746,Walker County,0195,Gilbert Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,470,NA,Y,NA,0.2%,0.2%,5.5%,1.1%,8.7%,84.3%,80.9%,0.0%,17.9%
2021,746,Walker County,0198,LaFayette High School,"09, 10, 11, 12",ALL,1166,NA,N,NA,0.3%,0.2%,3.9%,3.4%,4.4%,87.7%,58.3%,0.3%,19.2%
2021,746,Walker County,0199,Cherokee Ridge Elementary,"PK, KK, 01, 02, 03, 04, 05",ALL,576,NA,Y,NA,0.2%,0.0%,5.9%,2.3%,5.9%,85.8%,70.8%,0.5%,20.3%
2021,746,Walker County,0200,North LaFayette Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,401,NA,Y,NA,1.0%,0.5%,5.0%,2.7%,6.2%,84.5%,64.3%,1.2%,19.7%
2021,746,Walker County,0206,Rossville Middle School,"06, 07, 08",ALL,528,NA,Y,NA,0.0%,0.2%,13.1%,7.4%,6.4%,72.9%,84.5%,3.6%,29.2%
2021,746,Walker County,2052,Fairyland Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,246,NA,N,NA,1.6%,0.0%,0.8%,6.1%,2.4%,89.0%,24.8%,2.8%,6.1%
2021,746,Walker County,2056,Naomi Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,306,NA,Y,NA,1.6%,0.7%,2.9%,3.3%,6.5%,85.0%,75.8%,2.6%,19.9%
2021,746,Walker County,4050,Chattanooga Valley Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,526,NA,Y,NA,0.0%,0.2%,4.0%,2.5%,5.7%,87.6%,64.4%,1.3%,20.3%
2021,746,Walker County,5052,Stone Creek Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,443,NA,Y,NA,0.0%,0.7%,6.1%,4.3%,7.2%,81.7%,80.8%,2.5%,18.1%
2021,746,Walker County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",ALL,8766,15,NA,80.00%,0.4%,0.2%,5.6%,3.9%,5.5%,84.5%,67.1%,1.3%,20.3%
2021,747,Walton County,0101,Atha Road Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,811,NA,Y,NA,1.4%,0.1%,24.7%,8.3%,7.0%,58.6%,57.7%,4.7%,10.1%
2021,747,Walton County,0102,Youth Middle School,"06, 07, 08",ALL,1217,NA,N,NA,1.2%,0.1%,13.5%,6.9%,3.9%,74.4%,40.0%,2.4%,12.2%
2021,747,Walton County,0105,Monroe Elementary,"PK, KK, 01, 02, 03, 04, 05",ALL,552,NA,Y,NA,4.9%,0.2%,44.9%,9.1%,5.1%,35.9%,66.7%,7.2%,12.0%
2021,747,Walton County,0108,Sharon Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,718,NA,N,NA,1.5%,0.3%,10.3%,15.0%,5.7%,67.1%,34.7%,8.5%,12.0%
2021,747,Walton County,0111,Walnut Grove High School,"09, 10, 11, 12",ALL,1431,NA,N,NA,1.1%,0.3%,13.3%,7.6%,3.4%,74.3%,29.9%,1.4%,7.8%
2021,747,Walton County,0112,Harmony Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,677,NA,Y,NA,0.9%,0.3%,44.2%,7.7%,5.2%,41.8%,76.4%,3.1%,12.9%
2021,747,Walton County,0176,Bay Creek Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,702,NA,Y,NA,3.4%,0.3%,40.7%,22.9%,5.6%,27.1%,60.5%,20.7%,13.4%
2021,747,Walton County,0191,Loganville Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,1003,NA,N,NA,1.3%,0.5%,17.7%,11.3%,5.1%,64.1%,32.8%,6.2%,14.3%
2021,747,Walton County,0193,Carver Middle School,"06, 07, 08",ALL,917,NA,Y,NA,1.9%,0.1%,40.2%,6.8%,3.4%,47.7%,60.7%,4.3%,17.6%
2021,747,Walton County,0195,Walnut Grove Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,674,NA,Y,NA,0.6%,0.1%,4.0%,8.5%,4.9%,81.9%,41.1%,3.0%,11.9%
2021,747,Walton County,0199,Loganville High School,"09, 10, 11, 12",ALL,1827,NA,N,NA,2.0%,0.8%,23.3%,13.2%,3.6%,57.1%,28.9%,3.7%,8.5%
2021,747,Walton County,0202,Youth Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,755,NA,N,NA,0.3%,0.0%,8.1%,7.2%,4.0%,80.5%,29.7%,4.2%,10.6%
2021,747,Walton County,0205,Monroe Area High School,"09, 10, 11, 12",ALL,1098,NA,Y,NA,3.0%,0.5%,35.2%,7.7%,4.0%,49.5%,50.7%,2.2%,10.1%
2021,747,Walton County,0291,Loganville Middle School,"06, 07, 08",ALL,1479,NA,N,NA,2.4%,0.0%,22.0%,14.7%,3.8%,57.1%,37.6%,8.3%,10.8%
2021,747,Walton County,2052,Walker Park Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,604,NA,Y,NA,1.8%,0.5%,22.0%,7.0%,4.3%,64.4%,47.0%,4.6%,13.4%
2021,747,Walton County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",ALL,14465,15,NA,53.30%,1.8%,0.3%,23.3%,10.4%,4.4%,59.9%,43.2%,5.2%,11.4%
2021,748,Ware County,0195,Ware County High School,"09, 10, 11, 12",ALL,1698,NA,Y,NA,1.3%,0.1%,35.9%,6.9%,3.5%,52.3%,100.0%,1.1%,16.3%
2021,748,Ware County,0196,Williams Heights Elementary School,"KK, 01, 02, 03, 04, 05",ALL,513,NA,Y,NA,2.5%,0.0%,49.1%,3.1%,7.0%,38.2%,100.0%,2.3%,15.6%
2021,748,Ware County,0295,Waycross Middle School,"06, 07, 08",ALL,681,NA,Y,NA,1.3%,0.0%,53.3%,4.0%,6.2%,35.2%,100.0%,1.8%,21.0%
2021,748,Ware County,0296,Center Elementary School,"KK, 01, 02, 03, 04, 05",ALL,537,NA,Y,NA,1.7%,0.0%,56.2%,5.0%,4.8%,32.2%,100.0%,3.4%,17.5%
2021,748,Ware County,0395,Ware County Middle School,"06, 07, 08",ALL,859,NA,Y,NA,0.3%,0.0%,27.7%,9.8%,6.4%,55.8%,100.0%,5.0%,18.3%
2021,748,Ware County,0396,Ruskin Elementary School,"KK, 01, 02, 03, 04, 05",ALL,441,NA,Y,NA,0.0%,0.2%,33.3%,12.9%,10.2%,43.3%,100.0%,7.7%,19.5%
2021,748,Ware County,3050,Memorial Drive Elementary School,"KK, 01, 02, 03, 04, 05",ALL,428,NA,Y,NA,1.4%,0.2%,36.7%,4.7%,7.7%,49.3%,100.0%,3.0%,24.3%
2021,748,Ware County,3052,Waresboro Elementary School,"KK, 01, 02, 03, 04, 05",ALL,456,NA,Y,NA,0.0%,0.2%,25.9%,8.1%,7.5%,58.3%,100.0%,2.9%,16.9%
2021,748,Ware County,5050,Wacona Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,682,NA,Y,NA,0.0%,0.0%,25.7%,4.8%,6.9%,62.6%,100.0%,2.8%,24.3%
2021,748,Ware County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",ALL,6295,9,NA,100.00%,1.0%,0.1%,37.5%,6.7%,6.0%,48.8%,100.0%,2.9%,18.8%
2021,749,Warren County,0105,Warren County Middle School,"06, 07, 08",ALL,168,NA,Y,NA,0.6%,0.6%,84.5%,1.8%,3.0%,9.5%,100.0%,0.0%,19.0%
