School Year,System ID,System Name,School ID,School Name,Grade Configuration,Grade Cluster,Number of Students Enrolled,Number of Schools,Title I Status,Title I Schools,Asian/Pacific Islander,American Indian/Alaskan,Black,Hispanic,Multi-Racial,White,Economically Disadvantaged,English Learners,Students with Disability
2021,720,Randolph County,0201,Randolph Clay High School,"09, 10, 11, 12",ALL,278,NA,Y,NA,0.0%,0.0%,95.7%,1.8%,1.4%,1.1%,100.0%,0.7%,14.4%
2021,720,Randolph County,2050,Randolph County Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,333,NA,Y,NA,0.3%,0.0%,96.1%,0.6%,0.6%,2.4%,100.0%,0.0%,11.1%
2021,720,Randolph County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",ALL,781,3,NA,100.00%,0.1%,0.0%,95.5%,1.2%,1.4%,1.8%,100.0%,0.3%,12.2%
2021,721,Richmond County,0100,Cross Creek High School,"09, 10, 11, 12",ALL,1120,NA,Y,NA,0.4%,0.4%,63.8%,5.4%,4.7%,25.2%,100.0%,0.8%,15.4%
2021,721,Richmond County,0102,Hephzibah Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,339,NA,Y,NA,0.0%,0.0%,48.7%,5.3%,5.6%,40.4%,100.0%,0.6%,16.5%
2021,721,Richmond County,0103,Freedom Park Elementary,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08",ALL,760,NA,Y,NA,3.3%,0.7%,26.1%,20.0%,12.0%,38.0%,14.7%,1.7%,18.0%
2021,721,Richmond County,0104,Wilkinson Gardens Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,447,NA,Y,NA,0.0%,0.0%,91.5%,3.1%,2.2%,3.1%,100.0%,2.0%,11.9%
2021,721,Richmond County,0105,Deer Chase Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,511,NA,Y,NA,0.8%,0.2%,91.4%,2.2%,2.5%,2.9%,100.0%,1.4%,11.9%
2021,721,Richmond County,0107,Lighthouse Care Center of Augusta,"05, 06, 07, 08, 09, 10, 11",ALL,97,NA,Y,NA,1.0%,0.0%,32.0%,7.2%,7.2%,52.6%,100.0%,4.1%,36.1%
2021,721,Richmond County,0114,Pine Hill Middle School,"06, 07, 08",ALL,742,NA,Y,NA,0.1%,0.3%,60.4%,5.0%,2.8%,31.4%,100.0%,1.2%,20.8%
2021,721,Richmond County,0115,W.S. Hornsby Middle School,"06, 07, 08",ALL,477,NA,Y,NA,0.0%,0.0%,93.1%,1.7%,1.5%,3.8%,100.0%,0.0%,18.4%
2021,721,Richmond County,0116,Lamar - Milledge Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,373,NA,Y,NA,0.0%,0.0%,90.1%,3.2%,1.9%,4.8%,100.0%,0.5%,13.7%
2021,721,Richmond County,0177,Meadowbrook Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,524,NA,Y,NA,0.2%,0.2%,90.1%,4.0%,3.1%,2.5%,100.0%,1.5%,16.0%
2021,721,Richmond County,0189,Jamestown Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,460,NA,Y,NA,0.7%,0.0%,90.0%,3.9%,2.4%,3.0%,100.0%,1.5%,15.9%
2021,721,Richmond County,0194,Goshen Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,472,NA,Y,NA,1.5%,0.2%,49.8%,3.8%,5.1%,39.6%,100.0%,0.4%,15.7%
2021,721,Richmond County,0197,Glenn Hills Middle School,"06, 07, 08",ALL,906,NA,Y,NA,0.2%,0.0%,90.7%,4.9%,1.3%,2.9%,100.0%,2.5%,14.2%
2021,721,Richmond County,0201,Sue Reynolds Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,639,NA,Y,NA,3.0%,0.6%,77.9%,6.1%,4.9%,7.5%,100.0%,2.2%,14.4%
2021,721,Richmond County,0205,Diamond Lakes Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,554,NA,Y,NA,1.1%,0.2%,80.5%,4.9%,4.5%,8.8%,100.0%,1.3%,13.5%
2021,721,Richmond County,0213,Richmond County Technical Career Magnet School,"06, 07, 08, 09, 10, 11, 12",ALL,526,NA,Y,NA,1.5%,0.0%,75.9%,4.8%,3.4%,14.4%,100.0%,0.4%,2.7%
2021,721,Richmond County,0290,Willis Foreman Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,271,NA,Y,NA,0.7%,0.0%,79.7%,5.2%,4.1%,10.3%,100.0%,1.5%,17.3%
2021,721,Richmond County,0294,Tobacco Road Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,420,NA,Y,NA,0.2%,0.0%,90.7%,1.4%,3.8%,3.8%,100.0%,0.2%,15.2%
2021,721,Richmond County,0297,McBean Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,372,NA,Y,NA,0.3%,0.0%,22.3%,4.8%,6.2%,66.4%,100.0%,2.2%,22.8%
2021,721,Richmond County,0300,Lake Forest Hills Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,532,NA,Y,NA,1.9%,0.0%,62.0%,2.8%,2.3%,31.0%,100.0%,1.9%,13.2%
2021,721,Richmond County,0301,Jenkins-White Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,416,NA,Y,NA,0.0%,0.2%,94.5%,1.9%,2.6%,0.7%,100.0%,0.0%,13.9%
2021,721,Richmond County,0390,Spirit Creek Middle School,"06, 07, 08",ALL,615,NA,Y,NA,0.5%,0.5%,82.1%,5.9%,4.1%,7.0%,100.0%,1.8%,22.0%
2021,721,Richmond County,0391,Alternative Education Center at Morgan,"06, 07, 08, 09, 10, 11, 12",ALL,145,NA,Y,NA,0.7%,0.0%,84.8%,3.4%,2.1%,9.0%,100.0%,0.7%,21.4%
2021,721,Richmond County,0392,Performance Learning Center,"09, 10, 11, 12",ALL,451,NA,Y,NA,1.1%,0.0%,85.6%,2.7%,2.7%,8.0%,100.0%,0.7%,10.9%
2021,721,Richmond County,0393,W.S. Hornsby Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,620,NA,Y,NA,0.2%,0.0%,97.6%,1.6%,0.5%,0.2%,100.0%,0.0%,10.0%
2021,721,Richmond County,0394,Belair K-8 School,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08",ALL,980,NA,Y,NA,1.2%,0.1%,72.6%,7.3%,5.4%,13.4%,100.0%,1.6%,12.1%
2021,721,Richmond County,0397,Richmond Hill K-8,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08",ALL,941,NA,Y,NA,0.2%,0.1%,84.9%,2.6%,3.4%,8.8%,100.0%,1.6%,13.4%
2021,721,Richmond County,1052,Butler High School,"09, 10, 11, 12",ALL,829,NA,Y,NA,0.4%,0.0%,90.1%,2.5%,1.6%,5.4%,100.0%,0.6%,12.9%
2021,721,Richmond County,1054,Garrett Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,304,NA,Y,NA,2.0%,0.0%,61.2%,5.9%,6.3%,24.7%,100.0%,1.3%,15.8%
2021,721,Richmond County,1058,Langford Middle School,"06, 07, 08",ALL,730,NA,Y,NA,2.3%,0.1%,82.1%,4.7%,1.9%,8.9%,100.0%,2.5%,15.9%
2021,721,Richmond County,1064,Walker Traditional Elementary School,"KK, 01, 02, 03, 04, 05, 06, 07, 08",ALL,716,NA,Y,NA,4.2%,0.3%,61.3%,7.1%,5.3%,21.8%,40.6%,1.8%,3.5%
2021,721,Richmond County,1156,Hephzibah Middle School,"06, 07, 08",ALL,647,NA,Y,NA,0.9%,0.5%,68.5%,4.8%,2.2%,23.2%,100.0%,1.9%,21.3%
2021,721,Richmond County,2050,Barton Chapel Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,424,NA,Y,NA,0.2%,0.2%,86.6%,7.1%,2.4%,3.5%,100.0%,3.3%,5.9%
2021,721,Richmond County,2052,Copeland Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,411,NA,Y,NA,1.5%,0.0%,88.1%,5.4%,1.7%,3.4%,100.0%,3.6%,6.8%
2021,721,Richmond County,2054,Glenn Hills Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,388,NA,Y,NA,0.0%,0.0%,80.4%,13.9%,2.1%,3.6%,100.0%,7.5%,7.2%
2021,721,Richmond County,2056,Hephzibah High School,"09, 10, 11, 12",ALL,1017,NA,Y,NA,1.1%,0.2%,71.7%,4.0%,3.5%,19.5%,100.0%,0.7%,15.5%
2021,721,Richmond County,2058,Merry Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,400,NA,Y,NA,1.3%,0.0%,81.5%,4.8%,4.5%,8.0%,100.0%,1.5%,16.8%
2021,721,Richmond County,2064,Warren Road Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,609,NA,Y,NA,1.1%,0.0%,58.8%,7.9%,6.7%,25.5%,100.0%,4.6%,9.7%
2021,721,Richmond County,2574,Westside High School,"09, 10, 11, 12",ALL,929,NA,Y,NA,1.7%,0.3%,67.4%,6.1%,3.1%,21.3%,100.0%,2.6%,15.6%
2021,721,Richmond County,3050,Bayvale Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,412,NA,Y,NA,1.9%,0.0%,67.0%,22.1%,2.7%,6.3%,100.0%,20.6%,11.4%
2021,721,Richmond County,3054,Glenn Hills High School,"09, 10, 11, 12",ALL,826,NA,Y,NA,1.0%,0.0%,87.9%,5.4%,1.2%,4.5%,100.0%,2.2%,15.9%
2021,721,Richmond County,3556,Johnson Magnet,"06, 07, 08, 09, 10, 11, 12",ALL,658,NA,Y,NA,1.5%,0.2%,62.9%,8.7%,7.3%,19.5%,100.0%,1.5%,2.0%
2021,721,Richmond County,3756,Josey High School,"09, 10, 11, 12",ALL,649,NA,Y,NA,0.2%,0.0%,87.2%,5.9%,2.3%,4.5%,100.0%,2.9%,17.6%
2021,721,Richmond County,4050,Blythe Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,283,NA,Y,NA,0.0%,0.4%,32.9%,8.5%,7.8%,50.5%,100.0%,4.9%,19.1%
2021,721,Richmond County,4054,Gracewood Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,551,NA,Y,NA,0.5%,0.0%,65.5%,4.9%,3.3%,25.8%,100.0%,1.8%,14.5%
2021,721,Richmond County,4058,Monte Sano Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,414,NA,Y,NA,0.5%,0.2%,81.9%,4.1%,5.1%,8.2%,100.0%,1.2%,12.1%
2021,721,Richmond County,4060,Academy of Richmond County High School,"09, 10, 11, 12",ALL,1115,NA,Y,NA,1.6%,0.4%,70.8%,5.0%,3.2%,19.0%,100.0%,1.3%,11.0%
2021,721,Richmond County,4064,Wheeless Road Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,535,NA,Y,NA,0.6%,0.0%,85.6%,4.9%,3.7%,5.2%,100.0%,2.2%,11.4%
2021,721,Richmond County,4562,Davidson Magnet School,"06, 07, 08, 09, 10, 11, 12",ALL,831,NA,N,NA,4.7%,0.0%,43.8%,4.8%,4.1%,42.6%,17.4%,0.6%,0.6%
2021,721,Richmond County,4762,Terrace Manor Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,304,NA,Y,NA,0.0%,0.0%,88.5%,4.6%,3.6%,3.3%,100.0%,2.6%,19.1%
2021,721,Richmond County,5054,Dorothy Hains Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,504,NA,Y,NA,0.2%,0.0%,83.9%,5.0%,1.4%,9.5%,100.0%,1.8%,9.5%
2021,721,Richmond County,5058,Murphey Middle School,"06, 07, 08",ALL,919,NA,Y,NA,0.1%,0.1%,84.4%,7.5%,2.4%,5.4%,100.0%,5.2%,15.7%
2021,721,Richmond County,5564,Tutt Middle School,"06, 07, 08",ALL,542,NA,Y,NA,1.1%,0.2%,70.3%,6.8%,4.2%,17.3%,100.0%,3.0%,20.7%
2021,721,Richmond County,5566,Laney High School,"09, 10, 11, 12",ALL,696,NA,Y,NA,0.1%,0.1%,93.4%,2.0%,1.7%,2.6%,100.0%,0.0%,15.1%
2021,721,Richmond County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",ALL,31353,54,NA,98.10%,1.0%,0.1%,74.7%,5.5%,3.6%,15.0%,94.4%,2.0%,13.7%
2021,722,Rockdale County,0102,Peek's Chapel Elementary,"PK, KK, 01, 02, 03, 04, 05",ALL,587,NA,Y,NA,1.9%,0.5%,85.7%,6.0%,4.1%,1.9%,63.4%,2.0%,11.8%
2021,722,Rockdale County,0107,General Ray Davis Middle School,"06, 07, 08",ALL,1076,NA,Y,NA,1.3%,0.4%,69.5%,8.6%,4.5%,15.8%,43.4%,1.8%,10.4%
2021,722,Rockdale County,0110,Hicks Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,882,NA,Y,NA,1.1%,0.0%,75.4%,16.3%,3.9%,3.3%,65.8%,7.1%,10.5%
2021,722,Rockdale County,0174,Honey Creek Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,501,NA,Y,NA,0.6%,0.4%,66.1%,15.4%,7.4%,10.2%,51.5%,4.6%,15.6%
2021,722,Rockdale County,0176,Heritage High School,"09, 10, 11, 12",ALL,1895,NA,Y,NA,1.7%,0.1%,63.1%,19.3%,3.6%,12.1%,43.2%,2.6%,11.8%
2021,722,Rockdale County,0178,Barksdale Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,514,NA,Y,NA,1.4%,0.2%,57.6%,12.3%,7.6%,21.0%,53.5%,7.0%,14.8%
2021,722,Rockdale County,0189,Sims Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,520,NA,Y,NA,5.2%,0.6%,70.4%,14.4%,4.0%,5.4%,62.7%,8.7%,14.2%
2021,722,Rockdale County,0192,Salem High School,"09, 10, 11, 12",ALL,1232,NA,Y,NA,1.4%,0.2%,79.7%,10.6%,2.8%,5.3%,51.4%,2.7%,17.7%
2021,722,Rockdale County,0194,Shoal Creek Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,698,NA,Y,NA,0.9%,0.1%,75.4%,13.2%,4.0%,6.4%,62.0%,7.0%,9.6%
2021,722,Rockdale County,0197,Lorraine Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,587,NA,Y,NA,1.7%,0.3%,57.8%,10.4%,8.9%,21.0%,41.9%,2.0%,15.3%
2021,722,Rockdale County,0278,Conyers Middle School,"06, 07, 08",ALL,1158,NA,Y,NA,0.9%,0.1%,68.5%,19.4%,2.6%,8.5%,64.9%,8.6%,16.4%
2021,722,Rockdale County,0289,Hightower Trail Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,528,NA,Y,NA,2.1%,0.4%,61.0%,16.1%,4.0%,16.5%,59.3%,7.6%,11.6%
2021,722,Rockdale County,0294,Memorial Middle School,"06, 07, 08",ALL,846,NA,Y,NA,2.0%,0.2%,81.9%,9.7%,3.1%,3.1%,59.1%,4.3%,16.3%
2021,722,Rockdale County,0378,Edwards Middle School,"06, 07, 08",ALL,1086,NA,Y,NA,1.5%,0.0%,59.8%,29.4%,2.9%,6.5%,61.3%,12.9%,14.3%
2021,722,Rockdale County,2050,Flat Shoals Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,725,NA,Y,NA,2.2%,0.1%,79.7%,11.3%,3.6%,3.0%,62.3%,6.3%,11.0%
2021,722,Rockdale County,2052,Pine Street Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,666,NA,Y,NA,1.4%,0.6%,64.7%,20.9%,3.9%,8.6%,68.6%,12.2%,10.4%
2021,722,Rockdale County,3052,Rockdale County High School,"09, 10, 11, 12",ALL,2287,NA,Y,NA,2.1%,0.2%,71.5%,14.1%,3.1%,9.0%,48.0%,2.5%,11.8%
2021,722,Rockdale County,5050,House Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,601,NA,Y,NA,0.0%,0.2%,14.1%,70.7%,2.2%,12.8%,67.9%,50.2%,13.6%
2021,722,Rockdale County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",ALL,16389,18,NA,100.00%,1.6%,0.2%,68.0%,17.2%,3.8%,9.2%,55.2%,7.0%,13.1%
2021,723,Schley County,0101,Schley Middle High School,"06, 07, 08, 09, 10, 11, 12",ALL,725,NA,Y,NA,1.7%,0.0%,17.5%,6.5%,2.9%,71.4%,42.9%,0.8%,8.4%
2021,723,Schley County,0198,Schley County Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,512,NA,Y,NA,1.0%,0.0%,15.2%,6.4%,4.5%,72.9%,53.1%,0.2%,13.9%
2021,723,Schley County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",ALL,1237,2,NA,100.00%,1.4%,0.0%,16.6%,6.5%,3.6%,72.0%,47.1%,0.6%,10.7%
2021,724,Screven County,0191,Screven County Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,1049,NA,Y,NA,0.3%,0.0%,49.2%,3.2%,4.0%,43.3%,100.0%,1.0%,16.1%
2021,724,Screven County,0197,Screven County Middle School,"06, 07, 08",ALL,558,NA,Y,NA,0.7%,0.4%,50.4%,2.2%,2.5%,43.9%,100.0%,1.1%,17.7%
2021,724,Screven County,4052,Screven County High School,"09, 10, 11, 12",ALL,623,NA,Y,NA,0.6%,0.2%,48.0%,2.7%,1.6%,46.9%,100.0%,0.8%,20.7%
2021,724,Screven County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",ALL,2230,3,NA,100.00%,0.5%,0.1%,49.1%,2.8%,3.0%,44.4%,100.0%,0.9%,17.8%
2021,725,Seminole County,0196,Seminole County Middle/High School,"06, 07, 08, 09, 10, 11, 12",ALL,763,NA,Y,NA,1.4%,0.0%,41.3%,3.9%,3.7%,49.7%,100.0%,1.0%,8.9%
2021,725,Seminole County,0296,Seminole County Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,598,NA,Y,NA,1.0%,0.0%,40.5%,3.0%,5.4%,50.2%,100.0%,0.8%,7.7%
2021,725,Seminole County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",ALL,1361,2,NA,100.00%,1.2%,0.0%,40.9%,3.5%,4.4%,49.9%,100.0%,1.0%,8.4%
2021,726,Griffin-Spalding County,0101,Spalding High School,"09, 10, 11, 12",ALL,1335,NA,Y,NA,0.5%,0.3%,36.9%,7.3%,3.3%,51.8%,50.6%,2.1%,12.2%
2021,726,Griffin-Spalding County,0103,Moreland Road Elementary,"PK, KK, 01, 02, 03, 04, 05",ALL,459,NA,Y,NA,1.7%,0.4%,46.4%,9.4%,5.7%,36.4%,63.4%,8.1%,10.9%
2021,726,Griffin-Spalding County,0106,Carver Road Middle School,"06, 07, 08",ALL,517,NA,Y,NA,0.4%,0.8%,60.0%,10.6%,5.6%,22.6%,67.1%,5.6%,12.2%
2021,726,Griffin-Spalding County,0107,Kennedy Road Middle School,"06, 07, 08",ALL,551,NA,Y,NA,0.5%,0.4%,55.2%,8.5%,4.2%,31.2%,72.6%,4.0%,16.2%
2021,726,Griffin-Spalding County,0110,Rehoboth Road Middle School,"06, 07, 08",ALL,740,NA,Y,NA,0.3%,0.1%,42.6%,8.4%,4.2%,44.5%,59.9%,3.5%,14.9%
2021,726,Griffin-Spalding County,0187,Griffin High School,"09, 10, 11, 12",ALL,1594,NA,Y,NA,0.6%,0.3%,58.2%,10.4%,4.9%,25.6%,65.9%,3.1%,14.7%
2021,726,Griffin-Spalding County,0192,Cowan Road Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,549,NA,Y,NA,1.1%,0.5%,54.8%,13.7%,5.1%,24.8%,78.9%,10.2%,13.8%
2021,726,Griffin-Spalding County,0195,Jordan Hill Road Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,346,NA,Y,NA,0.3%,0.0%,32.4%,13.0%,8.7%,45.7%,68.2%,8.1%,12.4%
2021,726,Griffin-Spalding County,0199,Futral Road Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,630,NA,Y,NA,0.5%,0.0%,23.2%,10.0%,7.6%,58.7%,55.2%,5.6%,10.2%
2021,726,Griffin-Spalding County,0201,Cowan Road Middle School,"06, 07, 08",ALL,633,NA,Y,NA,0.8%,0.2%,53.7%,14.7%,4.4%,26.2%,77.4%,8.8%,20.2%
2021,726,Griffin-Spalding County,0208,AZ Kelsey Academy,"09, 10, 11, 12",ALL,46,NA,Y,NA,0.0%,0.0%,76.1%,4.3%,2.2%,17.4%,56.5%,2.2%,2.2%
2021,726,Griffin-Spalding County,1050,Anne Street Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,376,NA,Y,NA,0.3%,0.3%,87.2%,3.5%,2.9%,5.9%,100.0%,1.6%,11.2%
2021,726,Griffin-Spalding County,1052,Jackson Road Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,371,NA,Y,NA,0.8%,0.0%,27.5%,8.1%,5.7%,58.0%,75.7%,4.9%,18.9%
2021,726,Griffin-Spalding County,1550,Atkinson Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,444,NA,Y,NA,0.0%,0.5%,80.9%,5.6%,6.8%,6.3%,100.0%,3.4%,12.4%
2021,726,Griffin-Spalding County,1750,Beaverbrook Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,349,NA,Y,NA,0.9%,0.3%,18.9%,21.2%,5.7%,53.0%,73.9%,15.2%,15.5%
2021,726,Griffin-Spalding County,2050,Crescent Road Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,371,NA,Y,NA,2.2%,0.5%,29.6%,6.2%,5.7%,55.8%,48.2%,3.8%,15.1%
2021,726,Griffin-Spalding County,2552,Moore Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,408,NA,Y,NA,0.2%,1.0%,87.5%,5.6%,3.7%,2.0%,100.0%,1.2%,7.1%
2021,726,Griffin-Spalding County,4052,Orrs Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,513,NA,Y,NA,0.2%,0.0%,56.5%,13.1%,5.7%,24.6%,78.8%,8.4%,11.3%
2021,726,Griffin-Spalding County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",ALL,10232,18,NA,100.00%,0.6%,0.3%,49.9%,9.8%,5.0%,34.3%,69.3%,5.1%,13.5%
2021,727,Stephens County,0104,Stephens County Middle School,"06, 07, 08",ALL,968,NA,N,NA,1.1%,0.2%,11.3%,5.9%,7.6%,73.9%,100.0%,2.3%,18.8%
2021,727,Stephens County,0187,Liberty Elementary School,"01, 02",ALL,621,NA,Y,NA,0.8%,0.0%,13.7%,4.0%,12.4%,69.1%,100.0%,2.6%,19.0%
2021,727,Stephens County,0195,Big A Elementary School,"PK, KK",ALL,316,NA,Y,NA,0.6%,0.0%,11.4%,7.6%,11.7%,68.7%,100.0%,2.2%,14.2%
2021,727,Stephens County,0197,Toccoa Elementary School,"02, 03, 04",ALL,611,NA,Y,NA,0.8%,0.2%,12.8%,5.1%,8.8%,72.3%,100.0%,2.8%,16.9%
2021,727,Stephens County,0296,Stephens County Fifth Grade Academy,05,ALL,277,NA,Y,NA,2.9%,0.0%,12.3%,4.7%,7.9%,72.2%,100.0%,5.1%,21.3%
2021,727,Stephens County,5050,Stephens County High School,"09, 10, 11, 12",ALL,1193,NA,N,NA,0.9%,0.1%,13.2%,5.3%,6.1%,74.4%,45.8%,0.8%,12.8%
2021,727,Stephens County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",ALL,3986,6,NA,66.70%,1.1%,0.1%,12.5%,5.3%,8.5%,72.5%,83.8%,2.1%,16.6%
2021,728,Stewart County,0101,Stewart County Middle School,"06, 07, 08",ALL,125,NA,Y,NA,0.0%,0.0%,92.0%,0.0%,1.6%,6.4%,0.0%,0.0%,13.6%
2021,728,Stewart County,0192,Stewart County Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,200,NA,Y,NA,0.0%,0.0%,90.5%,1.0%,3.0%,5.5%,0.0%,0.0%,14.5%
2021,728,Stewart County,0201,Stewart County High School,"09, 10, 11, 12",ALL,117,NA,Y,NA,0.0%,0.0%,88.0%,0.9%,1.7%,9.4%,0.0%,0.0%,20.5%
2021,728,Stewart County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",ALL,442,3,NA,100.00%,0.0%,0.0%,90.3%,0.7%,2.3%,6.8%,0.0%,0.0%,15.8%
2021,729,Sumter County,0100,Sumter County Primary School,"PK, KK, 01",ALL,532,NA,Y,NA,1.1%,0.2%,75.2%,13.5%,3.6%,6.4%,100.0%,10.9%,11.7%
2021,729,Sumter County,0105,Americus Sumter High School (Old Americus-Sumter HS S),"09, 10, 11, 12",ALL,737,NA,Y,NA,0.7%,0.0%,79.0%,10.2%,1.6%,8.5%,100.0%,3.7%,12.8%
2021,729,Sumter County,0188,Sumter County Elementary School,"02, 03",ALL,546,NA,Y,NA,0.4%,0.5%,78.4%,13.0%,1.5%,6.2%,100.0%,9.7%,19.2%
2021,729,Sumter County,0190,Sumter County Middle School,"07, 08",ALL,616,NA,Y,NA,0.2%,0.3%,76.9%,13.6%,1.5%,7.5%,100.0%,8.1%,11.4%
2021,729,Sumter County,0205,Americus Sumter 9th Grade Academy,09,ALL,305,NA,Y,NA,0.0%,0.0%,77.0%,13.1%,2.3%,7.5%,100.0%,4.6%,13.8%
2021,729,Sumter County,0595,Sumter County Intermediate School,"04, 05, 06",ALL,879,NA,Y,NA,0.7%,0.1%,77.8%,13.3%,1.7%,6.4%,100.0%,10.1%,14.3%
2021,729,Sumter County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",ALL,3615,6,NA,100.00%,0.6%,0.2%,77.5%,12.7%,1.9%,7.1%,100.0%,8.0%,13.8%
2021,730,Talbot County,0190,Central Elementary/High School,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",ALL,471,NA,Y,NA,0.4%,0.0%,87.3%,0.0%,0.0%,12.3%,100.0%,0.0%,16.6%
2021,730,Talbot County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",ALL,471,1,NA,100.00%,0.4%,0.0%,87.3%,0.0%,0.0%,12.3%,100.0%,0.0%,16.6%
2021,731,Taliaferro County,0102,Taliaferro County School,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",ALL,176,NA,Y,NA,0.0%,0.0%,71.6%,16.5%,1.1%,10.8%,100.0%,0.0%,19.9%
2021,731,Taliaferro County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",ALL,176,1,NA,100.00%,0.0%,0.0%,71.6%,16.5%,1.1%,10.8%,100.0%,0.0%,19.9%
2021,732,Tattnall County,0101,North Tattnall Middle School,"06, 07, 08",ALL,517,NA,Y,NA,0.4%,0.0%,22.8%,22.1%,4.8%,49.9%,100.0%,13.3%,14.5%
2021,732,Tattnall County,0194,Tattnall County High School,"09, 10, 11, 12",ALL,1073,NA,Y,NA,0.5%,0.0%,25.1%,19.7%,4.3%,50.5%,100.0%,3.3%,13.7%
2021,732,Tattnall County,0201,South Tattnall Middle School,"06, 07, 08",ALL,400,NA,Y,NA,2.3%,0.3%,27.0%,14.8%,3.3%,52.5%,100.0%,7.5%,18.0%
