School Name,County,Urban/Rural,Classification,19-21 Difference in Math,19-21 Difference in English,All Students English Achievement,All Students Math Achievement,2021 All Students English Achievement,2021 All Students Math Achievement,American Indian/Alaskan English Achievement,American Indian/Alaskan Math Achievement,Asian/Pacific Islander English Achievement,Asian/Pacific Islander Math Achievement,Black English Achievement,Black Math Achievement,Economically Disadvantaged English Achievement,Economically Disadvantaged Math Achievement,Hispanic English Achievement,Hispanic Math Achievement,White English Achievement,White Math Achievement,Students With Disability English Achievement,Students With Disability Math Achievement,2021 American Indian/Alaskan English Achievement,2021 American Indian/Alaskan Math Achievement,2021 Asian/Pacific Islander English Achievement,2021 Asian/Pacific Islander Math Achievement,2021 Black English Achievement,2021 Black Math Achievement,2021 Economically Disadvantaged English Achievement,2021 Economically Disadvantaged Math Achievement,2021 Hispanic English Achievement,2021 Hispanic Math Achievement,2021 White English Achievement,2021 White Math Achievement,2021 Students With Disability English Achievement,2021 Students With Disability Math Achievement
Westside High School,Bibb County,Urban,H,-17.43,-6.190000000000005,58.27,31.39,52.08,13.96,0.0,0.0,0.0,0.0,50.2,24.51,58.27,31.39,65.63,0.0,75.77,37.93,20.49,7.06,0.0,0.0,0.0,0.0,46.2,10.84,52.08,13.96,0.0,0.0,63.79,27.78,12.5,0.0
Vineville Academy,Bibb County,Urban,E,-21.33,-16.9,61.01,58.97,44.11,37.64,0.0,0.0,0.0,0.0,56.17,53.86,61.01,58.97,0.0,0.0,78.33,71.67,0.0,0.0,0.0,0.0,0.0,0.0,38.94,31.06,44.11,37.64,0.0,0.0,66.68,63.89,0.0,0.0
Rutland High School,Bibb County,Urban,H,-25.3,-23.810000000000002,60.78,34.1,36.97,8.8,0.0,0.0,0.0,0.0,48.62,26.07,60.78,34.1,71.42,30.65,68.71,38.11,23.08,8.34,0.0,0.0,0.0,0.0,18.04,4.8,36.97,8.8,41.18,0.0,56.58,12.25,0.0,2.5
Howard Middle School,Bibb County,Urban,M,-16.72,-9.54,56.88,54.23,47.34,37.51,0.0,0.0,86.36,95.45,48.54,45.24,56.88,54.23,65.68,68.28,76.01,74.14,32.71,34.58,0.0,0.0,70.58,82.35,38.29,28.43,47.34,37.51,50.0,42.6,73.45,62.24,41.67,37.36
Northeast High School,Bibb County,Urban,H,-11.740000000000002,-7.729999999999997,42.98,20.94,35.25,9.2,0.0,0.0,0.0,0.0,41.79,20.78,42.98,20.94,0.0,0.0,0.0,0.0,14.71,7.02,0.0,0.0,0.0,0.0,36.43,8.64,35.25,9.2,0.0,0.0,0.0,0.0,0.0,6.25
Miller Magnet Middle School,Bibb County,Urban,M,-20.93,-5.960000000000001,58.39,55.88,52.43,34.95,0.0,0.0,0.0,0.0,56.24,52.33,58.39,55.88,61.76,76.48,83.34,86.68,25.87,30.18,0.0,0.0,0.0,0.0,46.11,29.97,52.43,34.95,0.0,0.0,97.63,66.68,8.11,1.35
Rutland Middle School,Bibb County,Urban,M,-19.05,-7.670000000000002,55.38,49.54,47.71,30.49,0.0,0.0,0.0,0.0,46.66,40.93,55.38,49.54,54.21,46.24,64.86,60.15,24.76,24.26,0.0,0.0,0.0,0.0,39.93,25.0,47.71,30.49,47.27,26.72,57.43,39.67,30.64,27.06
Williams Elementary School,Bibb County,Urban,E,-23.690000000000005,-10.55,28.73,34.34,18.18,10.65,0.0,0.0,0.0,0.0,28.25,33.96,28.73,34.34,0.0,0.0,0.0,0.0,6.67,6.67,0.0,0.0,0.0,0.0,17.97,9.9,18.18,10.65,0.0,0.0,0.0,0.0,9.38,6.25
Southwest High School,Bibb County,Urban,H,-8.159999999999998,-3.3800000000000026,32.74,16.72,29.36,8.56,0.0,0.0,0.0,0.0,32.28,16.58,32.74,16.72,0.0,0.0,0.0,0.0,16.49,10.79,0.0,0.0,0.0,0.0,28.45,8.45,29.36,8.56,0.0,0.0,0.0,0.0,0.0,30.96
Rosa Taylor Elementary School,Bibb County,Urban,E,-25.330000000000002,-27.330000000000002,59.1,50.49,31.77,25.16,0.0,0.0,0.0,0.0,55.95,47.13,59.1,50.49,0.0,0.0,73.92,65.23,30.0,19.79,0.0,0.0,0.0,0.0,28.1,18.49,31.77,25.16,0.0,0.0,42.86,37.5,32.66,30.21
Weaver Middle School,Bibb County,Urban,M,-15.57,-12.340000000000003,40.02,32.6,27.68,17.03,0.0,0.0,0.0,0.0,40.12,31.87,40.02,32.6,28.19,29.09,44.65,43.44,26.56,23.25,0.0,0.0,0.0,0.0,26.46,15.78,27.68,17.03,21.96,21.25,48.48,28.13,21.24,15.54
Heritage Elementary School,Bibb County,Urban,E,-15.5,-10.760000000000002,42.13,50.0,31.37,34.5,0.0,0.0,0.0,0.0,43.61,50.0,42.13,50.0,61.11,69.45,85.46,86.37,48.28,51.74,0.0,0.0,0.0,0.0,33.52,32.98,31.37,34.5,23.34,43.34,61.95,42.39,44.44,47.38
Union Elementary School,Bibb County,Urban,E,0.14000000000000057,-3.8299999999999983,72.38,72.03,68.55,72.17,0.0,0.0,0.0,0.0,70.46,75.01,64.02,65.57,0.0,0.0,74.73,74.59,43.06,43.06,0.0,0.0,0.0,0.0,50.0,66.66,59.09,56.63,0.0,0.0,72.75,75.42,43.76,45.32
Alexander II Magnet School,Bibb County,Urban,E,-16.820000000000007,-12.730000000000004,82.3,81.42,69.57,64.6,0.0,0.0,0.0,0.0,76.13,75.28,82.3,81.42,0.0,0.0,100.0,100.0,55.88,41.18,0.0,0.0,0.0,0.0,59.92,53.96,69.57,64.6,0.0,0.0,0.0,0.0,0.0,0.0
Bernd Elementary School,Bibb County,Urban,E,-27.32,-30.989999999999995,56.16,55.89,25.17,28.57,0.0,0.0,0.0,0.0,56.41,55.83,56.16,55.89,0.0,0.0,0.0,0.0,44.24,40.38,0.0,0.0,0.0,0.0,26.38,29.52,25.17,28.57,0.0,0.0,0.0,0.0,19.64,25.0
Porter Elementary School,Bibb County,Urban,E,-24.11,-15.520000000000003,52.06,54.11,36.54,30.0,0.0,0.0,0.0,0.0,50.95,50.01,52.06,54.11,40.01,50.92,66.07,61.61,0.0,0.0,0.0,0.0,0.0,0.0,38.38,24.42,36.54,30.0,30.36,27.68,43.11,39.66,0.0,0.0
Springdale Elementary School,Bibb County,Urban,E,-32.620000000000005,-20.869999999999997,79.86,83.15,58.99,50.53,0.0,0.0,0.0,0.0,66.32,69.72,79.86,83.15,0.0,0.0,95.76,96.28,52.94,54.41,0.0,0.0,0.0,0.0,35.19,29.01,58.99,50.53,0.0,0.0,79.26,71.36,11.12,16.67
Carter Elementary School,Bibb County,Urban,E,-31.230000000000004,-21.14999999999999,76.71,90.29,55.56,59.06,0.0,0.0,0.0,0.0,68.96,81.48,76.71,90.29,0.0,0.0,88.89,100.0,28.85,52.0,0.0,0.0,0.0,0.0,47.12,51.44,55.56,59.06,0.0,0.0,70.01,71.16,40.0,50.0
Lane Elementary School,Bibb County,Urban,E,-26.970000000000002,-32.92999999999999,56.73,46.63,23.8,19.66,0.0,0.0,0.0,0.0,53.64,42.11,56.73,46.63,0.0,0.0,0.0,0.0,28.95,31.58,0.0,0.0,0.0,0.0,22.69,16.39,23.8,19.66,0.0,0.0,0.0,0.0,28.13,28.13
Martin Luther King Jr Elementary School,Bibb County,Urban,E,-11.829999999999998,-16.370000000000005,35.52,31.45,19.15,19.62,0.0,0.0,0.0,0.0,33.87,30.64,35.52,31.45,0.0,0.0,0.0,0.0,28.95,38.16,0.0,0.0,0.0,0.0,18.57,19.07,19.15,19.62,0.0,0.0,0.0,0.0,32.15,23.21
Southfield Elementary School,Bibb County,Urban,E,-18.080000000000002,-9.489999999999998,27.59,34.63,18.1,16.55,0.0,0.0,0.0,0.0,26.56,34.67,27.59,34.63,35.72,30.36,0.0,0.0,25.54,22.34,0.0,0.0,0.0,0.0,16.11,13.81,18.1,16.55,24.33,22.97,0.0,0.0,20.0,16.67
Veterans Elementary School,Bibb County,Urban,E,-20.45,-10.400000000000002,30.1,34.68,19.7,14.23,0.0,0.0,0.0,0.0,28.12,32.27,30.1,34.68,42.3,50.01,0.0,0.0,18.48,21.11,0.0,0.0,0.0,0.0,18.68,12.08,19.7,14.23,23.69,17.1,0.0,0.0,9.38,10.95
Hartley Elementary School,Bibb County,Urban,E,-22.21,-12.669999999999998,25.47,32.7,12.8,10.49,0.0,0.0,0.0,0.0,25.24,32.61,25.47,32.7,0.0,0.0,0.0,0.0,6.52,13.05,0.0,0.0,0.0,0.0,12.73,9.76,12.8,10.49,0.0,0.0,0.0,0.0,0.0,0.0
Heard Elementary School,Bibb County,Urban,E,-3.1700000000000017,-0.5799999999999983,71.98,78.38,71.4,75.21,0.0,0.0,0.0,0.0,62.97,55.55,63.55,68.23,70.01,86.68,74.4,81.1,41.0,47.0,0.0,0.0,0.0,0.0,52.63,44.74,60.5,63.31,63.34,69.99,73.23,78.54,52.64,56.58
Ingram/Pye Elementary School,Bibb County,Urban,E,-15.68,-12.639999999999999,26.15,26.14,13.51,10.46,0.0,0.0,0.0,0.0,25.45,26.03,26.15,26.14,0.0,0.0,0.0,0.0,41.18,33.33,0.0,0.0,0.0,0.0,13.16,10.77,13.51,10.46,0.0,0.0,0.0,0.0,0.0,0.0
Appling Middle School,Bibb County,Urban,M,-9.989999999999998,-2.6899999999999977,33.36,30.58,30.67,20.59,0.0,0.0,0.0,0.0,32.65,30.23,33.36,30.58,0.0,0.0,50.01,43.75,31.62,28.69,0.0,0.0,0.0,0.0,30.23,20.03,30.67,20.59,0.0,0.0,0.0,0.0,35.17,23.91
Bleckley County High School,Bleckley County,Rural,H,-27.069999999999993,-2.8499999999999943,91.25,88.71,88.4,61.64,0.0,0.0,0.0,0.0,67.29,64.79,78.71,70.63,0.0,90.02,99.35,95.66,54.06,43.75,0.0,0.0,0.0,0.0,58.07,52.94,71.16,58.62,0.0,0.0,97.87,65.08,44.11,0.0
Bleckley Middle School,Bleckley County,Rural,M,-14.61,-9.060000000000002,78.62,86.26,69.56,71.65,0.0,0.0,0.0,0.0,58.75,65.42,66.47,75.39,100.0,100.0,83.39,92.36,65.97,67.37,0.0,0.0,0.0,0.0,45.66,46.37,55.95,59.93,93.75,78.13,77.69,81.12,48.21,50.0
Bleckley County Elementary School,Bleckley County,Rural,E,-1.4500000000000028,-2.970000000000013,71.18,82.17,68.21,80.72,0.0,0.0,0.0,0.0,44.44,59.81,71.18,82.17,100.0,100.0,80.63,89.8,50.43,69.92,0.0,0.0,0.0,0.0,41.2,54.0,68.21,80.72,0.0,0.0,76.88,89.06,42.8,62.62
Bleckley County Primary School,Bleckley County,Rural,E,-11.13000000000001,-10.900000000000006,75.47,91.93,64.57,80.8,0.0,0.0,0.0,0.0,53.75,73.75,75.47,91.93,0.0,0.0,79.64,95.13,58.54,82.93,0.0,0.0,0.0,0.0,36.77,61.76,64.57,80.8,0.0,0.0,75.24,88.11,50.0,69.64
Waynesville Primary School,Brantley County,Urban,E,-8.950000000000003,-23.269999999999996,76.88,97.51,53.61,88.56,0.0,0.0,0.0,0.0,0.0,0.0,76.88,97.51,0.0,0.0,76.35,98.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.61,88.56,0.0,0.0,54.43,89.23,0.0,0.0
Atkinson Elementary School,Brantley County,Urban,E,-23.729999999999997,-17.509999999999998,29.22,36.15,11.71,12.42,0.0,0.0,0.0,0.0,27.59,35.18,29.22,36.15,61.11,61.11,73.16,66.68,3.34,8.33,0.0,0.0,0.0,0.0,10.47,10.55,11.71,12.42,42.59,37.04,57.75,45.08,0.0,0.0
Brantley County Middle School,Brantley County,Urban,M,-14.64,-5.259999999999998,69.16,79.69,63.9,65.05,0.0,0.0,0.0,0.0,0.0,0.0,69.16,79.69,65.0,77.5,70.06,80.55,37.15,44.3,0.0,0.0,0.0,0.0,0.0,0.0,63.9,65.05,37.5,39.13,65.99,66.63,29.32,40.36
Nahunta Elementary School,Brantley County,Urban,E,-6.060000000000002,0.10999999999999943,68.51,79.47,68.62,73.41,0.0,0.0,0.0,0.0,0.0,0.0,68.51,79.47,0.0,0.0,72.23,81.76,16.67,33.33,0.0,0.0,0.0,0.0,0.0,0.0,68.62,73.41,0.0,0.0,71.43,75.01,30.0,30.0
Brantley County High School,Brantley County,Urban,H,0.3299999999999983,-13.689999999999998,72.22,58.6,58.53,58.93,0.0,0.0,0.0,0.0,0.0,0.0,72.22,58.6,0.0,0.0,72.92,58.46,26.63,20.19,0.0,0.0,0.0,0.0,0.0,0.0,58.53,58.93,0.0,0.0,59.58,60.68,29.32,28.85
Hoboken Elementary School,Brantley County,Urban,E,-4.969999999999999,-11.730000000000004,85.22,94.37,73.49,89.4,0.0,0.0,0.0,0.0,0.0,0.0,85.22,94.37,0.0,0.0,85.61,93.94,40.93,61.37,0.0,0.0,0.0,0.0,0.0,0.0,73.49,89.4,0.0,0.0,78.57,93.75,36.54,71.15
Nahunta Primary School,Brantley County,Urban,E,-16.549999999999997,-16.22,87.24,97.23,71.02,80.68,0.0,0.0,0.0,0.0,0.0,0.0,87.24,97.23,0.0,0.0,86.25,98.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.02,80.68,0.0,0.0,71.77,82.35,0.0,0.0
Brooks County High School,Brooks County,Urban,H,-32.64,-25.75999999999999,66.46,42.06,40.7,9.42,0.0,0.0,0.0,0.0,57.22,28.84,66.46,42.06,63.9,48.61,81.44,62.67,33.93,13.24,0.0,0.0,0.0,0.0,25.01,3.06,40.7,9.42,0.0,0.0,50.0,18.19,0.0,0.0
Quitman Elementary School,Brooks County,Urban,E,2.1699999999999946,-7.430000000000003,34.31,41.74,26.88,43.91,0.0,0.0,0.0,0.0,28.5,37.39,34.31,41.74,38.73,50.0,58.75,57.5,22.98,36.49,0.0,0.0,0.0,0.0,20.0,37.5,26.88,43.91,29.04,46.77,55.82,72.1,27.28,29.55
Brooks County Middle School,Brooks County,Urban,M,-10.46,-10.200000000000003,48.2,41.54,38.0,31.08,0.0,0.0,0.0,0.0,37.51,29.39,48.2,41.54,48.19,50.01,64.53,56.76,19.7,18.19,0.0,0.0,0.0,0.0,27.33,22.12,38.0,31.08,39.28,29.76,53.91,46.02,27.09,26.05
North Brooks Elementary School,Brooks County,Urban,E,-31.790000000000006,-26.729999999999997,57.23,75.01,30.5,43.22,0.0,0.0,0.0,0.0,30.77,52.9,57.23,75.01,0.0,0.0,68.5,85.0,40.47,50.0,0.0,0.0,0.0,0.0,17.64,25.49,30.5,43.22,33.33,47.22,35.56,53.61,4.55,15.92
Delta Innovative School,Brooks County,Urban,H,-2.88,-10.610000000000001,13.39,2.88,2.78,0.0,0.0,0.0,0.0,0.0,3.07,1.94,13.39,2.88,0.0,0.0,37.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.94,0.0,2.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dr. George Washington Carver Elementary School,Bryan County,Urban,E,1.0,-10.739999999999995,81.49,80.14,70.75,81.14,0.0,0.0,100.0,100.0,57.56,57.24,60.62,61.56,80.13,76.5,89.58,87.34,38.75,40.54,0.0,0.0,90.0,0.0,50.0,55.39,56.33,66.09,67.03,75.01,78.33,89.69,28.06,35.97
Richmond Hill High School,Bryan County,Urban,H,-18.889999999999993,-8.670000000000002,88.29,75.16,79.62,56.27,0.0,0.0,82.96,100.0,70.68,52.12,72.26,56.42,88.65,70.92,92.51,79.29,43.24,27.2,0.0,0.0,0.0,0.0,57.78,46.53,63.56,41.32,78.33,56.74,84.69,59.42,35.83,28.36
Richmond Hill Middle School,Bryan County,Urban,M,-6.6499999999999915,-4.409999999999997,86.81,82.96,82.4,76.31,0.0,0.0,99.2,100.0,62.41,57.93,69.59,66.45,88.93,84.04,91.0,86.71,37.09,40.45,0.0,0.0,87.08,98.29,61.27,50.52,61.18,53.43,77.95,66.66,87.75,82.59,35.46,32.82
Richmond Hill Primary School,Bryan County,Urban,E,-4.8999999999999915,-17.209999999999994,86.74,86.02,69.53,81.12,0.0,0.0,0.0,0.0,68.19,65.92,70.27,75.01,85.73,90.49,90.07,88.7,53.34,60.01,0.0,0.0,0.0,0.0,41.42,41.44,50.61,64.19,76.32,76.32,76.01,89.19,36.66,48.34
Lanier Primary School,Bryan County,Urban,E,-13.689999999999998,0.6300000000000026,62.73,85.47,63.36,71.78,0.0,0.0,0.0,0.0,48.22,69.64,51.94,77.57,0.0,0.0,73.25,95.79,22.5,50.0,0.0,0.0,0.0,0.0,20.01,50.0,57.14,70.53,0.0,0.0,70.99,75.93,31.58,31.58
Bryan County Elementary School,Bryan County,Urban,E,-4.429999999999993,-5.940000000000005,69.17,76.91,63.23,72.48,0.0,0.0,0.0,0.0,54.59,61.22,61.69,69.81,90.01,93.34,73.12,82.2,31.01,46.21,0.0,0.0,0.0,0.0,35.82,45.27,56.79,66.46,69.45,83.34,71.01,79.56,32.9,43.43
Richmond Hill Elementary School,Bryan County,Urban,E,-1.1800000000000068,-10.590000000000003,78.36,79.92,67.77,78.74,0.0,0.0,0.0,0.0,51.86,56.49,59.92,66.53,79.42,83.84,86.04,87.02,39.63,41.51,0.0,0.0,73.68,89.48,47.22,49.08,53.07,67.99,73.33,78.33,71.92,84.28,30.77,46.15
Bryan County Middle School,Bryan County,Urban,M,3.3999999999999986,1.4099999999999966,54.31,54.2,55.72,57.6,0.0,0.0,0.0,0.0,37.39,40.87,45.36,48.6,40.63,56.25,61.19,58.73,21.16,32.69,0.0,0.0,0.0,0.0,38.83,39.37,46.68,49.59,71.43,66.66,59.92,62.6,16.0,20.27
Bryan County High School,Bryan County,Urban,H,-2.9100000000000037,-0.18999999999999773,59.23,44.07,59.04,41.16,0.0,0.0,0.0,0.0,52.67,34.17,53.65,41.38,0.0,0.0,61.25,46.76,22.62,11.36,0.0,0.0,0.0,0.0,40.25,37.18,50.47,41.58,0.0,0.0,65.39,41.67,25.0,20.38
McAllister Elementary School,Bryan County,Urban,E,8.230000000000004,-2.1200000000000045,92.7,91.39,90.58,99.62,0.0,0.0,100.0,100.0,77.28,75.02,72.95,73.77,72.36,78.73,95.03,93.44,53.8,61.37,0.0,0.0,0.0,0.0,74.15,89.65,70.97,74.19,86.22,91.39,92.23,0.0,56.58,61.84
Mill Creek Elementary School,Bulloch County,Rural,E,-13.549999999999997,-5.009999999999998,63.43,72.21,58.42,58.66,0.0,0.0,0.0,0.0,49.12,57.15,52.86,62.96,0.0,0.0,89.19,100.0,32.36,33.82,0.0,0.0,0.0,0.0,44.45,44.45,47.86,50.37,0.0,0.0,82.1,77.61,20.84,30.56
Nevils Elementary School,Bulloch County,Rural,E,-18.560000000000002,-16.859999999999992,76.57,86.47,59.71,67.91,0.0,0.0,0.0,0.0,67.86,73.22,62.04,75.32,0.0,0.0,78.44,88.24,48.45,54.7,0.0,0.0,0.0,0.0,52.17,60.88,47.8,57.14,60.01,76.66,59.63,67.31,33.73,45.34
William James Middle School,Bulloch County,Rural,M,-10.36,-6.579999999999991,67.71,61.72,61.13,51.36,0.0,0.0,0.0,0.0,48.84,43.52,51.1,45.64,56.67,55.01,89.65,81.87,28.12,28.35,0.0,0.0,0.0,0.0,39.23,26.26,42.86,33.61,60.0,61.66,81.57,73.73,35.91,40.86
Langston Chapel Elementary School,Bulloch County,Rural,E,-11.399999999999999,-11.799999999999997,40.37,49.6,28.57,38.2,0.0,0.0,0.0,0.0,34.54,41.79,37.61,46.52,47.78,62.23,51.96,63.72,19.29,20.17,0.0,0.0,0.0,0.0,21.97,27.87,28.57,38.2,35.23,46.59,33.33,53.84,6.67,14.45
Brooklet Elementary School,Bulloch County,Rural,E,0.9200000000000017,-8.700000000000003,80.56,85.84,71.86,86.76,0.0,0.0,0.0,0.0,58.33,66.68,58.4,61.19,61.76,55.88,84.71,91.23,32.99,31.92,0.0,0.0,0.0,0.0,39.49,44.75,46.7,59.45,43.34,70.0,75.68,90.44,28.73,43.62
Southeast Bulloch High School,Bulloch County,Rural,H,-32.05,-7.969999999999999,81.44,84.11,73.47,52.06,0.0,0.0,0.0,0.0,54.49,54.16,61.07,64.1,76.58,68.76,87.21,90.22,32.61,33.35,0.0,0.0,0.0,0.0,36.36,39.47,48.08,36.08,0.0,0.0,78.3,54.39,17.25,30.0
Langston Chapel Middle School,Bulloch County,Rural,M,-18.47,-5.300000000000004,50.6,53.33,45.3,34.86,0.0,0.0,0.0,0.0,40.25,42.23,43.7,46.25,61.54,63.08,75.0,79.41,14.25,17.34,0.0,0.0,0.0,0.0,34.9,24.68,45.3,34.86,53.62,35.51,69.54,63.2,13.59,11.76
Southeast Bulloch Middle School,Bulloch County,Rural,M,-14.870000000000005,-12.029999999999994,72.82,80.5,60.79,65.63,0.0,0.0,100.0,100.0,54.67,56.99,53.63,61.03,58.62,68.98,75.2,84.02,22.32,33.49,0.0,0.0,0.0,0.0,42.13,41.01,43.85,48.13,57.41,59.27,63.74,69.78,21.72,23.58
Portal Elementary School,Bulloch County,Rural,E,-7.790000000000006,-5.369999999999997,63.87,80.93,58.5,73.14,0.0,0.0,0.0,0.0,43.14,62.74,54.2,73.67,0.0,0.0,74.0,89.5,22.0,50.0,0.0,0.0,0.0,0.0,46.29,57.41,44.09,59.14,0.0,0.0,64.85,80.19,18.18,43.18
Julia P. Bryant Elementary School,Bulloch County,Rural,E,-8.290000000000006,-11.469999999999999,70.33,75.65,58.86,67.36,0.0,0.0,0.0,0.0,41.34,47.25,45.86,48.73,65.63,75.01,93.57,96.79,23.53,31.38,0.0,0.0,0.0,0.0,28.41,35.63,39.26,42.93,70.59,70.58,76.65,86.89,24.4,23.17
Statesboro High School,Bulloch County,Rural,H,-18.060000000000002,-10.200000000000003,73.73,51.71,63.53,33.65,0.0,0.0,0.0,0.0,57.24,33.83,60.53,39.61,69.44,50.01,95.82,71.68,28.58,18.47,0.0,0.0,0.0,0.0,37.4,27.06,42.98,27.28,52.64,33.34,83.76,40.74,34.1,15.38
Stilson Elementary School,Bulloch County,Rural,E,-14.79,-18.150000000000006,68.79,71.52,50.64,56.73,0.0,0.0,0.0,0.0,0.0,0.0,59.25,59.79,0.0,0.0,70.0,73.16,38.57,45.71,0.0,0.0,0.0,0.0,0.0,0.0,40.36,45.17,0.0,0.0,53.39,59.1,18.18,22.73
Portal Middle/High School,Bulloch County,Rural,H,-12.190000000000005,-6.659999999999997,68.1,70.92,61.44,58.73,0.0,0.0,0.0,0.0,44.7,51.53,56.87,58.08,0.0,0.0,83.63,83.21,25.0,28.85,0.0,0.0,0.0,0.0,42.0,39.0,52.94,48.04,0.0,0.0,69.0,68.0,13.8,24.14
Mattie Lively Elementary School,Bulloch County,Rural,E,-18.54,-16.89,52.52,57.03,35.63,38.49,0.0,0.0,0.0,0.0,41.61,45.92,46.65,51.94,50.0,50.0,71.95,75.62,27.95,29.42,0.0,0.0,0.0,0.0,27.07,30.07,32.55,35.17,34.0,42.0,52.69,53.57,20.46,23.87
Sallie Zetterower Elementary School,Bulloch County,Rural,E,-9.419999999999995,-16.799999999999997,66.16,71.38,49.36,61.96,0.0,0.0,0.0,0.0,47.19,54.94,58.39,63.72,78.58,76.8,84.96,87.39,34.62,35.58,0.0,0.0,0.0,0.0,33.47,42.31,41.25,52.21,55.57,72.22,64.19,85.08,14.11,12.82
Blakeney Elementary,Burke County,Urban,E,-12.86,-14.009999999999998,49.54,56.64,35.53,43.78,0.0,0.0,0.0,0.0,42.4,50.9,49.54,56.64,56.46,59.68,65.57,71.05,25.55,32.61,0.0,0.0,0.0,0.0,28.31,35.08,35.53,43.78,38.71,51.61,51.85,61.74,27.28,33.54
Burke County Middle School,Burke County,Urban,M,-17.730000000000004,-9.329999999999998,51.73,53.02,42.4,35.29,0.0,0.0,0.0,0.0,43.08,43.59,51.73,53.02,75.62,70.74,64.16,69.64,24.73,27.32,0.0,0.0,0.0,0.0,32.38,27.26,42.4,35.29,59.47,43.24,58.95,50.0,18.6,19.23
S G A Elementary School,Burke County,Urban,E,-15.840000000000003,-17.450000000000003,57.84,63.92,40.39,48.08,0.0,0.0,0.0,0.0,50.01,59.7,57.84,63.92,0.0,0.0,67.86,72.62,26.47,38.23,0.0,0.0,0.0,0.0,33.93,41.08,40.39,48.08,0.0,0.0,47.36,57.9,10.0,16.67
Burke County High School,Burke County,Urban,H,-34.620000000000005,-11.970000000000006,61.45,50.46,49.48,15.84,0.0,0.0,0.0,0.0,49.71,40.9,61.45,50.46,60.52,0.0,79.5,66.58,16.67,20.01,0.0,0.0,0.0,0.0,36.58,11.24,49.48,15.84,0.0,0.0,70.75,24.29,19.64,10.98
Waynesboro Primary School,Burke County,Urban,E,-8.149999999999999,-18.63,49.76,52.75,31.13,44.6,0.0,0.0,0.0,0.0,47.02,48.51,49.76,52.75,0.0,0.0,57.45,64.9,35.29,39.71,0.0,0.0,0.0,0.0,23.83,32.7,31.13,44.6,0.0,0.0,44.79,67.71,13.8,36.21
Henderson Middle School,Butts County,Urban,M,-31.510000000000005,-18.779999999999994,70.1,75.68,51.32,44.17,0.0,0.0,96.15,100.0,61.85,62.22,51.49,56.93,50.01,56.51,100.0,100.0,34.83,39.05,0.0,0.0,78.0,80.0,47.23,25.35,35.31,27.01,31.73,25.57,90.75,88.78,20.15,20.9
Hampton L. Daughtry Elementary School,Butts County,Urban,E,-3.5400000000000063,-0.490000000000002,57.67,61.95,57.18,58.41,0.0,0.0,0.0,0.0,44.53,49.22,57.67,61.95,50.0,63.33,65.31,68.3,30.88,41.18,0.0,0.0,0.0,0.0,43.58,40.27,57.18,58.41,0.0,0.0,65.93,69.02,42.85,40.48
Stark Elementary School,Butts County,Urban,E,-11.299999999999997,-11.14,55.5,56.26,44.36,44.96,0.0,0.0,0.0,0.0,39.59,39.58,55.5,56.26,0.0,0.0,62.35,63.25,19.25,30.77,0.0,0.0,0.0,0.0,28.95,22.81,44.36,44.96,0.0,0.0,50.0,54.55,25.72,25.72
Jackson Elementary School,Butts County,Urban,E,-4.099999999999994,-41.14,100.0,100.0,58.86,95.9,0.0,0.0,100.0,100.0,83.03,83.02,62.08,70.7,95.25,90.47,100.0,100.0,71.28,72.83,0.0,0.0,0.0,0.0,85.0,63.34,53.24,55.51,82.36,88.24,69.13,73.91,52.5,37.5
Jackson High School,Butts County,Urban,H,-16.309999999999995,-3.3900000000000006,62.84,42.66,59.45,26.35,0.0,0.0,0.0,0.0,46.08,32.08,62.84,42.66,72.5,45.78,70.9,47.76,30.04,17.55,0.0,0.0,0.0,0.0,40.39,15.22,59.45,26.35,0.0,0.0,65.66,36.81,15.0,17.4
Calhoun County High School,Calhoun County,Rural,H,-36.82,-44.06,44.06,59.04,0.0,22.22,0.0,0.0,0.0,0.0,43.44,57.51,44.06,59.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.88,0.0,22.22,0.0,0.0,0.0,0.0,0.0,0.0
Calhoun County Elementary School,Calhoun County,Rural,E,-22.709999999999997,-21.58,37.73,38.69,16.15,15.98,0.0,0.0,0.0,0.0,35.79,37.9,37.73,38.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.48,16.85,16.15,15.98,0.0,0.0,0.0,0.0,0.0,0.0
Calhoun County Middle School,Calhoun County,Rural,M,-11.879999999999999,-7.32,29.77,31.68,22.45,19.8,0.0,0.0,0.0,0.0,30.0,32.0,29.77,31.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.55,18.19,22.45,19.8,0.0,0.0,0.0,0.0,0.0,0.0
Mamie Lou Gross Elementary School,Camden County,Rural,E,0.5799999999999983,-4.969999999999999,75.65,87.39,70.68,87.97,0.0,0.0,0.0,0.0,55.49,67.13,64.61,78.11,0.0,0.0,86.16,100.0,42.86,53.9,0.0,0.0,0.0,0.0,44.44,57.78,58.63,75.28,0.0,0.0,82.23,0.0,45.92,56.12
